fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value
2020,4,11,47,Channel - Appliances,Americas,217,Ultra-Fast,5446794.6,348012.98,21362.428,21704.706
2017,2,6,23,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1919526.24,268617.79,19148.194,19304.506
2017,2,6,26,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2159467.02,302195.01,19148.194,19304.506
2017,2,6,24,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1999506.5,279810.19,19148.194,19304.506
2017,2,6,25,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1999506.5,279810.19,19148.194,19304.506
2021,4,10,40,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,2216959.08,292033.12,23550.42,24349.121
2021,4,10,41,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1900250.64,250314.11,23550.42,24349.121
2021,4,10,43,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1821073.53,239884.35,23550.42,24349.121
2021,4,10,42,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,2058604.86,271173.61,23550.42,24349.121
2017,4,10,43,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1687461.01,232214.37,19561.896,19894.75
2017,4,10,41,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1834196.75,252406.92,19561.896,19894.75
2017,4,10,40,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2201036.1,302888.3,19561.896,19894.75
2017,4,10,42,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1687461.01,232214.37,19561.896,19894.75
2021,2,6,23,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,4690454.0,166797.79,22313.85,23046.934
2021,2,6,24,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,4690454.0,166797.79,22313.85,23046.934
2021,2,6,25,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,4502835.84,160125.88,22313.85,23046.934
2021,2,6,26,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,4878072.16,173469.7,22313.85,23046.934
2022,2,5,22,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,2983736.0,167887.26,24740.48,25248.476
2022,2,5,18,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,2983736.0,167887.26,24740.48,25248.476
2022,2,5,21,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3431296.4,193070.35,24740.48,25248.476
2022,2,5,19,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,2386988.8,134309.81,24740.48,25248.476
2022,2,5,20,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3132922.8,176281.63,24740.48,25248.476
2017,1,3,13,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,627448.58,69457.86,19894.75,19148.194
2017,1,3,11,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,770050.53,85243.73,19894.75,19148.194
2017,1,3,12,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,684489.36,75772.21,19894.75,19148.194
2017,1,3,10,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,770050.53,85243.73,19894.75,19148.194
2018,4,12,49,Channel - Appliances,Americas,217,Ultra-Fast,4659472.71,324106.93,20687.278,20819.269
2018,4,12,51,Channel - Appliances,Americas,217,Ultra-Fast,5267230.02,366381.74,20687.278,20819.269
2018,4,12,52,Channel - Appliances,Americas,217,Ultra-Fast,5672401.56,394564.95,20687.278,20819.269
2018,4,12,50,Channel - Appliances,Americas,217,Ultra-Fast,4659472.71,324106.93,20687.278,20819.269
2017,3,8,32,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1801149.63,296470.05,19304.506,19561.896
2017,3,8,35,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1543842.54,254117.19,19304.506,19561.896
2017,3,8,33,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1715380.6,282352.43,19304.506,19561.896
2017,3,8,34,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1801149.63,296470.05,19304.506,19561.896
2017,3,8,31,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1715380.6,282352.43,19304.506,19561.896
2017,3,9,39,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1776777.5,185438.47,19304.506,19561.896
2017,3,9,37,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1776777.5,185438.47,19304.506,19561.896
2017,3,9,38,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1776777.5,185438.47,19304.506,19561.896
2017,3,9,36,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1776777.5,185438.47,19304.506,19561.896
2021,3,9,36,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3492705.75,137582.83,23046.934,23550.42
2021,3,9,39,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3911830.44,154092.77,23046.934,23550.42
2021,3,9,38,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3073581.06,121072.89,23046.934,23550.42
2021,3,9,37,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3492705.75,137582.83,23046.934,23550.42
2019,1,3,10,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1090820.28,135676.31,21706.532,21013.085
2019,1,3,13,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,991654.8,123342.1,21706.532,21013.085
2019,1,3,12,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1239568.5,154177.63,21706.532,21013.085
2019,1,3,11,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1636230.42,203514.47,21706.532,21013.085
2019,3,7,30,Channel - Appliances,Americas,217,Ultra-Fast,5204175.0,357672.47,21272.448,21531.839
2019,3,7,28,Channel - Appliances,Americas,217,Ultra-Fast,5620509.0,386286.27,21272.448,21531.839
2019,3,7,29,Channel - Appliances,Americas,217,Ultra-Fast,4787841.0,329058.67,21272.448,21531.839
2019,3,7,27,Channel - Appliances,Americas,217,Ultra-Fast,5204175.0,357672.47,21272.448,21531.839
2019,3,8,35,Channel - Appliances,Americas,607,DW-All Other Dual Wall,548663.0,245251.03,21272.448,21531.839
2019,3,8,34,Channel - Appliances,Americas,607,DW-All Other Dual Wall,548663.0,245251.03,21272.448,21531.839
2019,3,8,32,Channel - Appliances,Americas,607,DW-All Other Dual Wall,606417.0,271066.93,21272.448,21531.839
2019,3,8,31,Channel - Appliances,Americas,607,DW-All Other Dual Wall,462032.0,206527.19,21272.448,21531.839
2019,3,8,33,Channel - Appliances,Americas,607,DW-All Other Dual Wall,721925.0,322698.73,21272.448,21531.839
2022,2,6,24,Channel - Appliances,Americas,607,DW-All Other Dual Wall,388968.243,267645.47,24740.48,25248.476
2022,2,6,25,Channel - Appliances,Americas,607,DW-All Other Dual Wall,388968.243,267645.47,24740.48,25248.476
2022,2,6,26,Channel - Appliances,Americas,607,DW-All Other Dual Wall,439703.232,302555.75,24740.48,25248.476
2022,2,6,23,Channel - Appliances,Americas,607,DW-All Other Dual Wall,456614.894,314192.51,24740.48,25248.476
2022,1,2,8,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1875172.8,267115.84,26144.956,24740.48
2022,1,2,5,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1875172.8,267115.84,26144.956,24740.48
2022,1,2,9,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1781414.16,253760.05,26144.956,24740.48
2022,1,2,6,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,2156448.72,307183.21,26144.956,24740.48
2015,1,2,6,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9208851.33,266002.48,18332.079,17991.348
2015,1,2,5,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8331817.87,240668.91,18332.079,17991.348
2015,1,2,9,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8770334.6,253335.69,18332.079,17991.348
2015,1,2,7,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9208851.33,266002.48,18332.079,17991.348
2015,1,2,8,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8770334.6,253335.69,18332.079,17991.348
2016,3,8,32,Channel - Appliances,Americas,715,Polyolefins ETC,1324595.64,195188.17,18611.617,18775.459
2016,3,8,31,Channel - Appliances,Americas,715,Polyolefins ETC,1324595.64,195188.17,18611.617,18775.459
2016,3,8,34,Channel - Appliances,Americas,715,Polyolefins ETC,1394311.2,205461.24,18611.617,18775.459
2016,3,8,35,Channel - Appliances,Americas,715,Polyolefins ETC,1464026.76,215734.3,18611.617,18775.459
2016,3,8,33,Channel - Appliances,Americas,715,Polyolefins ETC,1464026.76,215734.3,18611.617,18775.459
2016,3,9,36,Channel - Appliances,Americas,217,Ultra-Fast,3900427.54,264212.72,18611.617,18775.459
2016,3,9,38,Channel - Appliances,Americas,217,Ultra-Fast,5542712.82,375460.18,18611.617,18775.459
2016,3,9,39,Channel - Appliances,Americas,217,Ultra-Fast,6363855.46,431083.91,18611.617,18775.459
2016,3,9,37,Channel - Appliances,Americas,217,Ultra-Fast,4721570.18,319836.45,18611.617,18775.459
2016,4,10,40,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1184075.76,93464.52,18775.459,18968.041
2016,4,10,43,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1578767.68,124619.36,18775.459,18968.041
2016,4,10,41,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1353229.44,106816.6,18775.459,18968.041
2016,4,10,42,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1522383.12,120168.67,18775.459,18968.041
2016,3,7,28,Channel - Appliances,Americas,607,DW-All Other Dual Wall,642260.16,229668.79,18611.617,18775.459
2016,3,7,29,Channel - Appliances,Americas,607,DW-All Other Dual Wall,749303.52,267946.93,18611.617,18775.459
2016,3,7,27,Channel - Appliances,Americas,607,DW-All Other Dual Wall,561977.64,200960.2,18611.617,18775.459
2016,3,7,30,Channel - Appliances,Americas,607,DW-All Other Dual Wall,695781.84,248807.86,18611.617,18775.459
2019,4,11,48,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1947517.88,292442.45,21531.839,21706.532
2019,4,11,46,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1681947.26,252563.94,21531.839,21706.532
2019,4,11,47,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1770470.8,265856.78,21531.839,21706.532
2019,4,11,44,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1681947.26,252563.94,21531.839,21706.532
2019,4,11,45,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1681947.26,252563.94,21531.839,21706.532
2018,3,7,29,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1745026.74,224884.88,20470.197,20687.278
2018,3,7,30,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1421873.64,183239.53,20470.197,20687.278
2018,3,7,27,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1551134.88,199897.67,20470.197,20687.278
2018,3,7,28,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1745026.74,224884.88,20470.197,20687.278
2018,2,4,16,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9379308.24,283162.39,20155.486,20470.197
2018,2,4,15,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,10942526.28,330356.12,20155.486,20470.197
2018,2,4,17,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8597699.22,259565.53,20155.486,20470.197
2018,2,4,14,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,10160917.26,306759.26,20155.486,20470.197
2017,1,1,4,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9597245.58,277302.56,19894.75,19148.194
2017,1,1,3,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9966370.41,287968.04,19894.75,19148.194
2017,1,1,2,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,11442869.73,330629.97,19894.75,19148.194
2017,1,1,1,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,5905997.28,170647.73,19894.75,19148.194
2019,2,5,19,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,6613345.95,203001.81,21013.085,21272.448
2019,2,5,18,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8376904.87,257135.63,21013.085,21272.448
2019,2,5,20,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9258684.33,284202.53,21013.085,21272.448
2019,2,5,22,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,10581353.52,324802.9,21013.085,21272.448
2019,2,5,21,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9699574.06,297735.99,21013.085,21272.448
2015,4,11,48,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,728190.96,92297.1,18306.96,18332.079
2015,4,11,45,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,693515.2,87902.0,18306.96,18332.079
2015,4,11,46,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,693515.2,87902.0,18306.96,18332.079
2015,4,11,47,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,693515.2,87902.0,18306.96,18332.079
2015,4,11,44,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,658839.44,83506.9,18306.96,18332.079
2020,3,8,31,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,3585596.1,266224.26,19636.731,21362.428
2020,3,8,34,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5258874.28,390462.25,19636.731,21362.428
2020,3,8,35,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5497914.02,408210.53,19636.731,21362.428
2020,3,8,32,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,4063675.58,301720.83,19636.731,21362.428
2020,3,8,33,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5736953.76,425958.82,19636.731,21362.428
2020,4,11,46,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1293075.4,165054.16,21362.428,21704.706
2020,4,11,44,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1293075.4,165054.16,21362.428,21704.706
2020,4,11,45,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1429188.6,182428.29,21362.428,21704.706
2020,4,11,47,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1361132.0,173741.23,21362.428,21704.706
2020,4,11,48,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1361132.0,173741.23,21362.428,21704.706
2020,4,11,46,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1032158.47,99575.7,21362.428,21704.706
2020,4,11,44,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1032158.47,99575.7,21362.428,21704.706
2020,4,11,45,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1140806.73,110057.36,21362.428,21704.706
2020,4,11,47,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1086482.6,104816.53,21362.428,21704.706
2020,4,11,48,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1086482.6,104816.53,21362.428,21704.706
2018,3,9,39,Channel - Appliances,Americas,715,Polyolefins ETC,1900202.49,270475.43,20470.197,20687.278
2018,3,9,37,Channel - Appliances,Americas,715,Polyolefins ETC,1759446.75,250440.22,20470.197,20687.278
2018,3,9,38,Channel - Appliances,Americas,715,Polyolefins ETC,1689068.88,240422.61,20470.197,20687.278
2018,3,9,36,Channel - Appliances,Americas,715,Polyolefins ETC,1689068.88,240422.61,20470.197,20687.278
2019,1,1,1,Channel - Appliances,Americas,715,Polyolefins ETC,1353131.22,213010.85,21706.532,21013.085
2019,1,1,3,Channel - Appliances,Americas,715,Polyolefins ETC,1804174.96,284014.47,21706.532,21013.085
2019,1,1,2,Channel - Appliances,Americas,715,Polyolefins ETC,1546435.68,243440.97,21706.532,21013.085
2019,1,1,4,Channel - Appliances,Americas,715,Polyolefins ETC,1739740.14,273871.09,21706.532,21013.085
2019,1,1,1,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1095976.14,138319.62,21706.532,21013.085
2019,1,1,3,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1461301.52,184426.16,21706.532,21013.085
2019,1,1,2,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1252544.16,158079.57,21706.532,21013.085
2019,1,1,4,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1409112.18,177839.51,21706.532,21013.085
2019,1,3,13,Channel - Appliances,Americas,715,Polyolefins ETC,971636.8,163399.7,21706.532,21013.085
2019,1,3,12,Channel - Appliances,Americas,715,Polyolefins ETC,1214546.0,204249.63,21706.532,21013.085
2019,1,3,10,Channel - Appliances,Americas,715,Polyolefins ETC,1068800.48,179739.67,21706.532,21013.085
2019,1,3,11,Channel - Appliances,Americas,715,Polyolefins ETC,1603200.72,269609.51,21706.532,21013.085
2015,2,5,18,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,595460.6,81066.56,17991.348,18193.707
2015,2,5,22,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,595460.6,81066.56,17991.348,18193.707
2015,2,5,19,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,625233.63,85119.89,17991.348,18193.707
2015,2,5,21,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,535914.54,72959.91,17991.348,18193.707
2015,2,5,20,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,655006.66,89173.22,17991.348,18193.707
2015,3,8,34,Channel - Appliances,Americas,103,MTA & SL 156,1125852.6,118219.96,18193.707,18306.96
2015,3,8,33,Channel - Appliances,Americas,103,MTA & SL 156,1182145.23,124130.96,18193.707,18306.96
2015,3,8,32,Channel - Appliances,Americas,103,MTA & SL 156,1182145.23,124130.96,18193.707,18306.96
2015,3,8,31,Channel - Appliances,Americas,103,MTA & SL 156,1013267.34,106397.96,18193.707,18306.96
2015,3,8,35,Channel - Appliances,Americas,103,MTA & SL 156,1125852.6,118219.96,18193.707,18306.96
2015,3,9,36,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,6929258.2,197479.63,18193.707,18306.96
2015,3,9,38,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8388049.4,239054.29,18193.707,18306.96
2015,3,9,37,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8023351.6,228660.62,18193.707,18306.96
2015,3,9,39,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,13129120.8,374171.93,18193.707,18306.96
2019,1,3,10,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,572497.86,86539.4,21706.532,21013.085
2019,1,3,13,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,520452.6,78672.18,21706.532,21013.085
2019,1,3,12,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,650565.75,98340.23,21706.532,21013.085
2019,1,3,11,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,858746.79,129809.1,21706.532,21013.085
2018,1,2,9,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1747786.7,208985.8,20819.269,20155.486
2018,1,2,8,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1350562.45,161489.03,20819.269,20155.486
2018,1,2,7,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1588897.0,189987.09,20819.269,20155.486
2018,1,2,5,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1509452.15,180487.74,20819.269,20155.486
2018,1,2,6,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1747786.7,208985.8,20819.269,20155.486
2019,4,10,43,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,511250.0,104617.0,21531.839,21706.532
2019,4,10,41,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,572600.0,117171.04,21531.839,21706.532
2019,4,10,42,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,511250.0,104617.0,21531.839,21706.532
2019,4,10,40,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,449900.0,92062.96,21531.839,21706.532
2019,4,12,52,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,508888.44,119913.7,21531.839,21706.532
2019,4,12,49,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,433497.56,102148.71,21531.839,21706.532
2019,4,12,50,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,471193.0,111031.21,21531.839,21706.532
2019,4,12,51,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,471193.0,111031.21,21531.839,21706.532
2019,3,9,36,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,685321.35,84612.93,21272.448,21531.839
2019,3,9,39,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,1044299.2,128933.98,21272.448,21531.839
2019,3,9,38,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,750590.05,92671.3,21272.448,21531.839
2019,3,9,37,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,815858.75,100729.67,21272.448,21531.839
2017,2,6,23,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7058534.88,513090.72,19148.194,19304.506
2017,2,6,26,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7940851.74,577227.06,19148.194,19304.506
2017,2,6,24,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7352640.5,534469.5,19148.194,19304.506
2017,2,6,25,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7352640.5,534469.5,19148.194,19304.506
2017,3,8,35,Channel - Appliances,Americas,217,Ultra-Fast,4621654.44,310650.87,19304.506,19561.896
2017,3,8,33,Channel - Appliances,Americas,217,Ultra-Fast,5135171.6,345167.64,19304.506,19561.896
2017,3,8,32,Channel - Appliances,Americas,217,Ultra-Fast,5391930.18,362426.02,19304.506,19561.896
2017,3,8,34,Channel - Appliances,Americas,217,Ultra-Fast,5391930.18,362426.02,19304.506,19561.896
2017,3,8,31,Channel - Appliances,Americas,217,Ultra-Fast,5135171.6,345167.64,19304.506,19561.896
2017,4,10,40,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1817697.0,145774.29,19561.896,19894.75
2017,4,10,43,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1393567.7,111760.29,19561.896,19894.75
2017,4,10,41,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1514747.5,121478.57,19561.896,19894.75
2017,4,10,42,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1393567.7,111760.29,19561.896,19894.75
