fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP,CSENT,Interest_rate,Inflation
2020,1,1,2,Industrial,Americas,296,AMPMODU MTE,254830.0,86049.33,21538.032,99.8,2.25,2.797067
2020,2,6,25,Industrial,Americas,013,AMPMODU Breakaway Headers,931619.0,42666.81,19636.731,78.1,0.25,2.058146
2020,2,4,15,Industrial,Americas,LV1,Power Resistor Off The Board,4114.0,15622.23,19636.731,71.8,0.25,2.226352
2020,4,11,46,Industrial,Americas,103,MTA & SL 156,166750.0,19030.0,21704.706,76.9,0.25,1.798587
2020,3,9,36,Industrial,Americas,525,Custom  Prj Electro-Mech RA,26852.0,221370.36,21362.428,80.4,0.25,2.077391
2021,1,2,5,Industrial,Americas,957,Relay T9A,57510.0,73451.47,22313.85,76.8,0.25,1.527009
2021,4,11,48,Industrial,Americas,E32,Switches and Knobs,30910.0,32651.34,24349.121,67.4,,3.21432
2021,1,1,1,Industrial,Americas,A05,Force Guided Relays,263.0,1690.66,22313.85,79.0,0.25,1.517012
2022,1,2,5,Industrial,Americas,G59,Appliance Miniature PCB Relays,2000.0,1833.38,24740.48,62.8,,4.30707
2022,3,9,39,Industrial,Americas,207,Window Splices,93600.0,35375.92,25723.941,58.6,,6.392795
2022,4,10,42,Industrial,Americas,471,Board to Board,70875.0,177172.14,26144.956,59.9,,6.364809
2020,4,11,47,Industrial,Americas,978,3G COM Relay P2,100585.0,52634.6,21704.706,76.9,0.25,1.798587
2020,2,5,19,Industrial,Americas,E32,Switches and Knobs,25304.0,33052.61,19636.731,72.3,0.25,2.084208
2020,3,8,32,Industrial,Americas,Z27,Relay T92,46210.0,148500.42,21362.428,74.1,0.25,2.288978
2020,3,7,27,Industrial,Americas,G30,Relay HF-Series,5205.0,43695.75,21362.428,72.5,0.25,2.348857
2022,2,5,22,Industrial,Americas,014,AMPMODU Shrouded Headers,83378.0,77372.32,25248.476,58.4,,4.985582
2015,4,11,45,Industrial,Americas,A46,Barrier Style Terminal Blocks,45384.0,20282.31,18332.079,91.3,0.75,2.4052606
2015,2,6,23,Industrial,Americas,G83,M8/M12 Connectors,7087.0,63934.22,18193.707,96.1,0.75,2.1147326
2016,1,3,10,Industrial,Americas,G83,M8/M12 Connectors,2875.0,10835.75,18425.306,91.0,1.0,2.531878
2016,4,10,41,Industrial,Americas,957,Relay T9A,95508.0,62400.1,18968.041,87.2,1.0,2.5095184
2015,4,12,50,Industrial,Americas,957,Relay T9A,128055.0,73622.37,18332.079,92.6,1.0,2.4436874
2015,3,9,36,Industrial,Americas,G83,M8/M12 Connectors,890.0,7405.0,18306.96,87.2,0.75,2.279431
2019,4,11,44,Industrial,Americas,K03,Industrial Bulk Cables,174969.0,29434.2,21706.532,96.8,2.25,2.768217
2017,1,3,13,Industrial,Americas,G59,Appliance Miniature PCB Relays,39000.0,9592.0,19148.194,96.9,1.5,2.453344
2019,4,10,42,Industrial,Americas,G59,Appliance Miniature PCB Relays,150000.0,35428.0,21706.532,95.5,2.25,2.733341
2017,2,6,23,Industrial,Americas,F50,Facility Filters,30.0,78351.0,19304.506,95.0,1.75,2.13853
2017,1,3,10,Industrial,Americas,FG2,Power Entry Others,6800.0,7015.0,19148.194,96.9,1.5,2.453344
2019,3,7,27,Industrial,Americas,956,Circuit Breakers,35191.0,44091.3,21531.839,98.4,3.0,2.460848
2019,2,6,26,Industrial,Americas,FG2,Power Entry Others,26921.0,123508.23,21272.448,98.2,3.0,2.421751
2015,2,5,19,Industrial,Americas,LV3,Commodity Resistors,151000.0,336.21,18193.707,90.7,0.75,2.0668869
2019,1,3,13,Industrial,Americas,FG2,Power Entry Others,1248.0,15116.48,21013.085,98.4,3.0,2.399684
2017,3,8,33,Industrial,Americas,Z45,Cable Assemblies / NIC,32393.0,71700.43,19561.896,96.8,1.75,2.089832
2019,2,6,24,Industrial,Americas,Z81,LOUVERTAC,1200.0,59218.32,21272.448,98.2,3.0,2.421751
2018,2,6,23,Industrial,Americas,Z27,Relay T92,32850.0,131304.96,20470.197,98.2,2.5,2.553219
2017,2,4,14,Industrial,Americas,471,Board to Board,9390.0,8411.47,19304.506,97.0,1.5,2.25217
2016,3,7,29,Industrial,Americas,096,Other Insulated Terminals and Splices,216625.0,64428.56,18775.459,90.0,1.0,2.5758512
2018,1,1,3,Industrial,Americas,B77,4G COM Relay IM,271000.0,79398.4,20155.486,95.7,2.0,2.166305
2016,2,4,15,Industrial,Americas,K03,Industrial Bulk Cables,157425.0,44637.5,18611.617,89.0,1.0,2.537996
2018,1,2,7,Industrial,Americas,Z27,Relay T92,112650.0,247936.03,20155.486,99.7,2.0,2.131896
2015,3,7,30,Industrial,Americas,K03,Industrial Bulk Cables,5450.0,6489.25,18306.96,93.1,0.75,2.1414477
2018,1,1,2,Industrial,Americas,277,"AMPMODU Mod IV, V",1799850.0,111487.42,20155.486,95.7,2.0,2.166305
2016,4,10,40,Industrial,Americas,014,AMPMODU Shrouded Headers,32923.0,20084.92,18968.041,87.2,1.0,2.5095184
2017,4,12,52,Industrial,Americas,296,AMPMODU MTE,419858.0,120211.72,19894.75,95.9,2.0,2.125472
2015,3,8,31,Industrial,Americas,277,"AMPMODU Mod IV, V",1247866.0,96400.94,18306.96,91.9,0.75,2.1802398
2018,1,3,13,Industrial,Americas,296,AMPMODU MTE,443915.0,99860.08,20155.486,101.4,2.25,2.369197
2017,2,4,16,Industrial,Americas,296,AMPMODU MTE,415805.0,109933.38,19304.506,97.0,1.5,2.25217
2017,3,8,33,Industrial,Americas,013,AMPMODU Breakaway Headers,1079296.0,60448.47,19561.896,96.8,1.75,2.089832
2017,2,5,18,Industrial,Americas,296,AMPMODU MTE,435230.0,111781.26,19304.506,97.1,1.5,2.155911
2017,2,5,19,Industrial,Americas,013,AMPMODU Breakaway Headers,1532529.0,61204.2,19304.506,97.1,1.5,2.155911
2017,3,8,34,Industrial,Americas,013,AMPMODU Breakaway Headers,994853.0,51582.85,19561.896,96.8,1.75,2.089832
2019,1,2,6,Industrial,Americas,402,Micro-MaTch,171417.0,56146.04,21013.085,93.8,3.0,2.376648
2018,3,7,27,Industrial,Americas,013,AMPMODU Breakaway Headers,192007.0,40898.82,20687.278,97.9,2.5,2.519634
2017,1,1,2,Industrial,Americas,281,AMPMODU Mod II Vertical Connector,17147.0,16345.6,19148.194,98.5,1.25,2.661562
2019,3,9,39,Industrial,Americas,217,Ultra-Fast,2011300.0,85237.18,21531.839,93.2,2.5,2.606767
2016,1,1,4,Industrial,Americas,281,AMPMODU Mod II Vertical Connector,39676.0,31763.65,18425.306,92.0,1.0,2.4667222
2015,3,7,27,Industrial,Americas,217,Ultra-Fast,853600.0,41003.0,18306.96,93.1,0.75,2.1414477
2018,2,5,20,Industrial,Americas,978,3G COM Relay P2,106000.0,45934.51,20470.197,98.0,2.25,2.544991
2016,3,9,38,Industrial,Americas,096,Other Insulated Terminals and Splices,141512.0,72663.12,18775.459,91.2,1.0,2.6321032
2019,2,4,16,Industrial,Americas,AI8,Wire and Cable Identification,490558.0,31622.97,21272.448,97.2,3.0,2.407927
2015,1,2,7,Industrial,Americas,217,Ultra-Fast,1413900.0,61951.35,17991.348,95.4,0.75,1.9819969
2019,3,7,28,Industrial,Americas,ABO,SNA Automation,192300.0,196015.22,21531.839,98.4,3.0,2.460848
2016,3,9,38,Industrial,Americas,Z16,Industrial RJ45,4355.0,46127.2,18775.459,91.2,1.0,2.6321032
2016,3,9,37,Industrial,Americas,ABP,Specific terminal blocks,22515.0,48018.8,18775.459,91.2,1.0,2.6321032
2019,3,9,38,Industrial,Americas,ABO,SNA Automation,85162.0,115115.04,21531.839,93.2,2.5,2.606767
2015,4,10,42,Industrial,Americas,Z16,Industrial RJ45,920.0,9310.23,18332.079,90.0,0.75,2.3462109
2016,2,4,17,Industrial,Americas,ABP,Specific terminal blocks,7028.0,27101.8,18611.617,89.0,1.0,2.537996
2016,4,11,48,Industrial,Americas,962,P&B Panel Plugin Relays,40783.0,201120.05,18968.041,93.8,1.0,2.5258013
2016,1,1,1,Industrial,Americas,A05,Force Guided Relays,3640.0,22898.99,18425.306,92.0,1.0,2.4667222
2016,2,5,18,Industrial,Americas,Z16,Industrial RJ45,930.0,7740.2,18611.617,94.7,1.0,2.5711572
2017,3,9,38,Industrial,Americas,F45,DP Contactors,4739.0,65073.44,19561.896,95.1,1.75,2.106697
2018,3,8,34,Industrial,Americas,097,PIDG Terminals and Splices,1821711.0,239469.76,20687.278,96.2,2.5,2.432878
2015,4,10,40,Industrial,Americas,525,Custom  Prj Electro-Mech RA,21050.0,144833.92,18332.079,90.0,0.75,2.3462109
2015,1,3,11,Industrial,Americas,230,Multimate Contacts,2893881.0,767733.25,17991.348,93.0,0.75,1.9991371
2016,1,3,11,Industrial,Americas,097,PIDG Terminals and Splices,1585411.0,158689.85,18425.306,91.0,1.0,2.531878
2017,3,8,33,Industrial,Americas,204,SOLISTRAND Terminals & Splices,1251606.0,158642.13,19561.896,96.8,1.75,2.089832
2015,1,2,8,Industrial,Americas,FG2,Power Entry Others,13320.0,103136.88,17991.348,95.4,0.75,1.9819969
2015,1,2,7,Industrial,Americas,AI8,Wire and Cable Identification,359328.0,29541.34,17991.348,95.4,0.75,1.9819969
2017,4,12,49,Industrial,Americas,204,SOLISTRAND Terminals & Splices,866210.0,140293.4,19894.75,95.9,2.0,2.125472
2015,1,3,10,Industrial,Americas,096,Other Insulated Terminals and Splices,212527.0,103940.65,17991.348,93.0,0.75,1.9991371
2015,4,12,52,Industrial,Americas,204,SOLISTRAND Terminals & Splices,2433145.0,464968.18,18332.079,92.6,1.0,2.4436874
2016,1,2,8,Industrial,Americas,204,SOLISTRAND Terminals & Splices,1139652.0,151095.42,18425.306,91.7,1.0,2.5442092
2017,4,11,47,Industrial,Americas,ABP,Specific terminal blocks,15490.0,38023.31,19894.75,98.5,1.75,2.115031
2019,3,9,36,Industrial,Americas,ABN,SNK Automation,150586.0,89926.88,21531.839,93.2,2.5,2.606767
2019,2,5,20,Industrial,Americas,Z16,Industrial RJ45,2378.0,22906.93,21272.448,100.0,3.0,2.39723
2015,2,6,23,Industrial,Americas,ABP,Specific terminal blocks,1256.0,10026.82,18193.707,96.1,0.75,2.1147326
2019,2,5,19,Industrial,Americas,ABN,SNK Automation,91057.0,55034.98,21272.448,100.0,3.0,2.39723
2015,1,1,1,Industrial,Americas,ABP,Specific terminal blocks,14528.0,-12089.77,17991.348,98.1,0.75,1.985653
2019,3,8,31,Industrial,Americas,ABO,SNA Automation,147026.0,125896.28,21531.839,89.8,2.75,2.629246
2017,1,2,6,Industrial,Americas,ABP,Specific terminal blocks,6586.0,20593.82,19148.194,96.3,1.25,2.67446
2015,4,12,49,Industrial,Americas,Z44,Cable Assemblies PP,11716.0,88522.9,18332.079,92.6,1.0,2.4436874
2015,3,9,39,Industrial,Americas,K03,Industrial Bulk Cables,31463.0,35863.63,18306.96,87.2,0.75,2.279431
2016,1,3,11,Industrial,Americas,K03,Industrial Bulk Cables,69233.0,69919.67,18425.306,91.0,1.0,2.531878
2015,1,2,6,Industrial,Americas,F46,Transformers - Prod Unlim,55970.0,253367.31,17991.348,95.4,0.75,1.9819969
2016,3,9,39,Industrial,Americas,K03,Industrial Bulk Cables,164771.0,62317.95,18775.459,91.2,1.0,2.6321032
2018,4,12,50,Industrial,Americas,K01,Commercial Bulk Cables,60945.0,36967.88,20819.269,98.3,3.0,2.46437
2016,3,8,35,Industrial,Americas,K01,Commercial Bulk Cables,22051.0,16237.74,18775.459,89.8,1.0,2.7228064
2019,3,9,36,Industrial,Americas,277,"AMPMODU Mod IV, V",1320373.0,146216.71,21531.839,93.2,2.5,2.606767
2018,4,10,43,Industrial,Americas,AA1,Installation Products,277736.0,15662.83,20819.269,98.6,2.75,2.414988
2017,1,3,11,Industrial,Americas,296,AMPMODU MTE,282350.0,82918.02,19148.194,96.9,1.5,2.453344
2015,2,4,14,Industrial,Americas,296,AMPMODU MTE,240586.0,43593.41,18193.707,95.9,0.75,2.0631236
2019,3,9,36,Industrial,Americas,296,AMPMODU MTE,475963.0,81581.78,21531.839,93.2,2.5,2.606767
2018,1,2,5,Industrial,Americas,281,AMPMODU Mod II Vertical Connector,50941.0,29669.73,20155.486,99.7,2.0,2.131896
2019,3,8,34,Industrial,Americas,402,Micro-MaTch,129752.0,68288.05,21531.839,89.8,2.75,2.629246
2019,1,3,10,Industrial,Americas,014,AMPMODU Shrouded Headers,20271.0,14991.83,21013.085,98.4,3.0,2.399684
2016,1,2,9,Industrial,Americas,440,Dynamic Series,106111.0,32659.7,18425.306,91.7,1.0,2.5442092
2017,1,1,4,Industrial,Americas,296,AMPMODU MTE,423507.0,74701.65,19148.194,98.5,1.25,2.661562
2015,1,2,6,Industrial,Americas,014,AMPMODU Shrouded Headers,86533.0,84115.12,17991.348,95.4,0.75,1.9819969
2015,3,8,32,Industrial,Americas,013,AMPMODU Breakaway Headers,433811.0,31783.01,18306.96,91.9,0.75,2.1802398
2016,2,4,15,Industrial,Americas,277,"AMPMODU Mod IV, V",724201.0,66406.37,18611.617,89.0,1.0,2.537996
2015,2,4,15,Industrial,Americas,296,AMPMODU MTE,490633.0,82205.35,18193.707,95.9,0.75,2.0631236
2019,4,11,46,Industrial,Americas,277,"AMPMODU Mod IV, V",664185.0,83650.63,21706.532,96.8,2.25,2.768217
2018,4,10,41,Industrial,Americas,014,AMPMODU Shrouded Headers,179650.0,46982.97,20819.269,98.6,2.75,2.414988
2016,4,10,41,Industrial,Americas,096,Other Insulated Terminals and Splices,68631.0,9148.13,18968.041,87.2,1.0,2.5095184
2017,2,5,22,Industrial,Americas,F48,Power Line Single Phase Standard Performance,17501.0,141155.39,19304.506,97.1,1.5,2.155911
2018,4,11,44,Industrial,Americas,F45,DP Contactors,5457.0,72496.5,20819.269,97.5,2.75,2.476794
2018,4,11,46,Industrial,Americas,228,AMPOWER,2160.0,18171.52,20819.269,97.5,2.75,2.476794
2018,1,3,12,Industrial,Americas,955,Contactors,1269.0,40553.47,20155.486,101.4,2.25,2.369197
2019,3,8,32,Industrial,Americas,124,Eurostyle Terminal Blocks,70505.0,39398.92,21531.839,89.8,2.75,2.629246
2015,4,10,41,Industrial,Americas,Z27,Relay T92,111361.0,238863.86,18332.079,90.0,0.75,2.3462109
2019,2,4,15,Industrial,Americas,F52,Thin Film,1456575.0,217956.52,21272.448,97.2,3.0,2.407927
2017,1,2,7,Industrial,Americas,Z81,LOUVERTAC,5300.0,28887.0,19148.194,96.3,1.25,2.67446
2019,4,11,45,Industrial,Americas,F52,Thin Film,799002.0,153172.82,21706.532,96.8,2.25,2.768217
2015,4,12,49,Industrial,Americas,A46,Barrier Style Terminal Blocks,34737.0,28786.41,18332.079,92.6,1.0,2.4436874
2017,3,8,34,Industrial,Americas,Z45,Cable Assemblies / NIC,27083.0,90341.13,19561.896,96.8,1.75,2.089832
2018,4,11,46,Industrial,Americas,ABR,SNK Power,790.0,4924.84,20819.269,97.5,2.75,2.476794
2017,3,9,36,Industrial,Americas,955,Contactors,1138.0,39977.02,19561.896,95.1,1.75,2.106697
2018,4,12,50,Industrial,Americas,955,Contactors,1336.0,28087.38,20819.269,98.3,3.0,2.46437
2016,2,4,15,Industrial,Americas,440,Dynamic Series,168888.0,33522.79,18611.617,89.0,1.0,2.537996
2015,4,12,52,Industrial,Americas,AI8,Wire and Cable Identification,1293344.0,82896.96,18332.079,92.6,1.0,2.4436874
2016,3,8,31,Industrial,Americas,K03,Industrial Bulk Cables,5594.4,9427.08,18775.459,89.8,1.0,2.7228064
2016,1,3,13,Industrial,Americas,214,FASTON Terminals - Premier & Commercial,1780000.0,33056.75,18425.306,91.0,1.0,2.531878
2016,4,10,42,Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,3912.0,85572.14,18968.041,87.2,1.0,2.5095184
2017,4,10,41,Industrial,Americas,014,AMPMODU Shrouded Headers,59307.0,50964.15,19894.75,100.7,1.75,2.192819
2017,3,7,28,Industrial,Americas,217,Ultra-Fast,1780900.0,72523.15,19561.896,93.4,1.75,2.146769
2019,4,10,42,Industrial,Americas,013,AMPMODU Breakaway Headers,419879.0,21239.85,21706.532,95.5,2.25,2.733341
2015,4,11,45,Industrial,Americas,296,AMPMODU MTE,236521.0,69262.5,18332.079,91.3,0.75,2.4052606
2016,4,11,44,Industrial,Americas,277,"AMPMODU Mod IV, V",924076.0,72100.73,18968.041,93.8,1.0,2.5258013
2017,1,1,3,Industrial,Americas,296,AMPMODU MTE,266974.0,64507.71,19148.194,98.5,1.25,2.661562
2015,4,12,52,Industrial,Americas,277,"AMPMODU Mod IV, V",2809349.0,228134.78,18332.079,92.6,1.0,2.4436874
2015,1,3,13,Industrial,Americas,014,AMPMODU Shrouded Headers,47268.0,31186.24,17991.348,93.0,0.75,1.9991371
2019,1,3,13,Industrial,Americas,440,Dynamic Series,397131.0,61680.35,21013.085,98.4,3.0,2.399684
2016,1,2,9,Industrial,Americas,277,"AMPMODU Mod IV, V",526884.0,61132.82,18425.306,91.7,1.0,2.5442092
2017,2,6,23,Industrial,Americas,277,"AMPMODU Mod IV, V",1440745.0,126576.87,19304.506,95.0,1.75,2.13853
2018,3,7,29,Industrial,Americas,096,Other Insulated Terminals and Splices,64690.0,50395.2,20687.278,97.9,2.5,2.519634
2015,4,10,43,Industrial,Americas,281,AMPMODU Mod II Vertical Connector,31278.0,33421.09,18332.079,90.0,0.75,2.3462109
2018,2,5,19,Industrial,Americas,402,Micro-MaTch,124601.0,10139.14,20470.197,98.0,2.25,2.544991
2015,3,8,33,Industrial,Americas,955,Contactors,1491.0,28310.78,18306.96,91.9,0.75,2.1802398
2016,4,10,42,Industrial,Americas,014,AMPMODU Shrouded Headers,8898.0,-309.14,18968.041,87.2,1.0,2.5095184
2015,3,9,36,Industrial,Americas,281,AMPMODU Mod II Vertical Connector,29414.0,22909.54,18306.96,87.2,0.75,2.279431
