fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate,Inflation
2016,3,8,31,Channel - Data and Devices,Americas,073,Standard Modular Jacks,150106.2,74825.48,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,33,Channel - Data and Devices,Americas,073,Standard Modular Jacks,150106.2,74825.48,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,34,Channel - Data and Devices,Americas,073,Standard Modular Jacks,150106.2,74825.48,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,32,Channel - Data and Devices,Americas,073,Standard Modular Jacks,127590.27,63601.66,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,35,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,10008.46,20746.47,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,31,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,9098.6,18860.43,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,33,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,9098.6,18860.43,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,34,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,9098.6,18860.43,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,32,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,7733.81,16031.36,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,35,Channel - Data and Devices,Americas,004,Eurocard IEC DIN41612,54994.94,104387.4,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,31,Channel - Data and Devices,Americas,004,Eurocard IEC DIN41612,49995.4,94897.64,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,33,Channel - Data and Devices,Americas,004,Eurocard IEC DIN41612,49995.4,94897.64,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,34,Channel - Data and Devices,Americas,004,Eurocard IEC DIN41612,49995.4,94897.64,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,32,Channel - Data and Devices,Americas,004,Eurocard IEC DIN41612,42496.09,80662.99,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2017,1,2,7,Channel - Data and Devices,Americas,323,FFC Connectors,741308.0,72273.2,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,5,Channel - Data and Devices,Americas,323,FFC Connectors,741308.0,72273.2,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,9,Channel - Data and Devices,Americas,323,FFC Connectors,852504.2,83114.18,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,8,Channel - Data and Devices,Americas,323,FFC Connectors,667177.2,65045.88,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,6,Channel - Data and Devices,Americas,323,FFC Connectors,741308.0,72273.2,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,3,11,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,62644.5,38543.95,19894.75,19148.194,2017-03-01,96.9,1.5,2.453344
2017,1,3,13,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,60138.72,37002.19,19894.75,19148.194,2017-03-01,96.9,1.5,2.453344
2017,1,3,10,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,62644.5,38543.95,19894.75,19148.194,2017-03-01,96.9,1.5,2.453344
2017,1,3,12,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,65150.28,40085.71,19894.75,19148.194,2017-03-01,96.9,1.5,2.453344
2015,1,3,11,Channel - Data and Devices,Americas,053,Memory Sockets,24092.88,44349.3,18332.079,17991.348,2015-03-01,93.0,0.75,1.9991371
2015,1,3,10,Channel - Data and Devices,Americas,053,Memory Sockets,24092.88,44349.3,18332.079,17991.348,2015-03-01,93.0,0.75,1.9991371
2015,1,3,13,Channel - Data and Devices,Americas,053,Memory Sockets,24092.88,44349.3,18332.079,17991.348,2015-03-01,93.0,0.75,1.9991371
2015,1,3,12,Channel - Data and Devices,Americas,053,Memory Sockets,28108.36,51740.85,18332.079,17991.348,2015-03-01,93.0,0.75,1.9991371
2022,1,1,3,Channel - Data and Devices,Americas,080,SMA/SSMA,22098.57,129492.82,26144.956,24740.48,2022-01-01,67.2,,3.988659
2022,1,1,4,Channel - Data and Devices,Americas,080,SMA/SSMA,13599.12,79687.89,26144.956,24740.48,2022-01-01,67.2,,3.988659
2022,1,1,1,Channel - Data and Devices,Americas,080,SMA/SSMA,10765.97,63086.25,26144.956,24740.48,2022-01-01,67.2,,3.988659
2022,1,1,2,Channel - Data and Devices,Americas,080,SMA/SSMA,10199.34,59765.92,26144.956,24740.48,2022-01-01,67.2,,3.988659
2022,1,3,10,Channel - Data and Devices,Americas,267,Card Edge Power,17206.86,23311.39,26144.956,24740.48,2022-03-01,59.4,,4.558423
2022,1,3,12,Channel - Data and Devices,Americas,267,Card Edge Power,20335.38,27549.83,26144.956,24740.48,2022-03-01,59.4,,4.558423
2022,1,3,11,Channel - Data and Devices,Americas,267,Card Edge Power,17206.86,23311.39,26144.956,24740.48,2022-03-01,59.4,,4.558423
2022,1,3,13,Channel - Data and Devices,Americas,267,Card Edge Power,23463.9,31788.26,26144.956,24740.48,2022-03-01,59.4,,4.558423
2021,3,9,38,Channel - Data and Devices,Americas,G65,High Power Drawer - Elcon,25441.24,75593.53,23046.934,23550.42,2021-09-01,72.8,,2.638383
2021,3,9,37,Channel - Data and Devices,Americas,G65,High Power Drawer - Elcon,28910.5,85901.74,23046.934,23550.42,2021-09-01,72.8,,2.638383
2021,3,9,39,Channel - Data and Devices,Americas,G65,High Power Drawer - Elcon,34692.6,103082.09,23046.934,23550.42,2021-09-01,72.8,,2.638383
2021,3,9,36,Channel - Data and Devices,Americas,G65,High Power Drawer - Elcon,27754.08,82465.67,23046.934,23550.42,2021-09-01,72.8,,2.638383
2021,4,10,40,Channel - Data and Devices,Americas,323,FFC Connectors,694318.48,76926.33,23550.42,24349.121,2021-10-01,71.7,,3.035619
2021,4,10,43,Channel - Data and Devices,Americas,323,FFC Connectors,724506.24,80270.95,23550.42,24349.121,2021-10-01,71.7,,3.035619
2021,4,10,41,Channel - Data and Devices,Americas,323,FFC Connectors,815069.52,90304.82,23550.42,24349.121,2021-10-01,71.7,,3.035619
2021,4,10,42,Channel - Data and Devices,Americas,323,FFC Connectors,784881.76,86960.2,23550.42,24349.121,2021-10-01,71.7,,3.035619
2022,2,6,23,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,9532.16,29642.44,24740.48,25248.476,2022-06-01,50.0,,5.422337
2022,2,6,24,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,9965.44,30989.83,24740.48,25248.476,2022-06-01,50.0,,5.422337
2022,2,6,25,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,12565.12,39074.13,24740.48,25248.476,2022-06-01,50.0,,5.422337
2022,2,6,26,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,11698.56,36379.36,24740.48,25248.476,2022-06-01,50.0,,5.422337
2018,1,1,2,Channel - Data and Devices,Americas,K85,Spring Fingers & Pogo Pins,152234.91,12097.47,20819.269,20155.486,2018-01-01,95.7,2.0,2.166305
2018,1,1,3,Channel - Data and Devices,Americas,K85,Spring Fingers & Pogo Pins,140958.25,11201.36,20819.269,20155.486,2018-01-01,95.7,2.0,2.166305
2018,1,1,1,Channel - Data and Devices,Americas,K85,Spring Fingers & Pogo Pins,107128.27,8513.03,20819.269,20155.486,2018-01-01,95.7,2.0,2.166305
2018,1,1,4,Channel - Data and Devices,Americas,K85,Spring Fingers & Pogo Pins,157873.24,12545.52,20819.269,20155.486,2018-01-01,95.7,2.0,2.166305
2018,1,3,11,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,13803.5,20573.7,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
2018,1,3,13,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,13251.36,19750.75,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
2018,1,3,12,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,13803.5,20573.7,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
2018,1,3,10,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,14355.64,21396.65,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
2019,2,4,17,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,251521.5,26982.08,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,4,15,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,281704.08,30219.93,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,4,14,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,191156.34,20506.38,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,4,16,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,281704.08,30219.93,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,4,17,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,36597.5,64788.65,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,4,15,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,40989.2,72563.29,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,4,14,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,27814.1,49239.37,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,4,16,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,40989.2,72563.29,21013.085,21272.448,2019-04-01,97.2,3.0,2.407927
2019,2,6,26,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,25361.25,66883.59,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,2,6,23,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,24346.8,64208.25,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,2,6,24,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,25361.25,66883.59,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,2,6,25,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,26375.7,69558.93,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,3,7,30,Channel - Data and Devices,Americas,E79,MULTI-BEAM Product Family,54439.39,28394.65,21272.448,21531.839,2019-07-01,98.4,3.0,2.460848
2019,3,7,29,Channel - Data and Devices,Americas,E79,MULTI-BEAM Product Family,56806.32,29629.2,21272.448,21531.839,2019-07-01,98.4,3.0,2.460848
2019,3,7,28,Channel - Data and Devices,Americas,E79,MULTI-BEAM Product Family,63907.11,33332.85,21272.448,21531.839,2019-07-01,98.4,3.0,2.460848
2019,3,7,27,Channel - Data and Devices,Americas,E79,MULTI-BEAM Product Family,59173.25,30863.75,21272.448,21531.839,2019-07-01,98.4,3.0,2.460848
2018,3,7,27,Channel - Data and Devices,Americas,080,SMA/SSMA,29113.7,100299.27,20470.197,20687.278,2018-07-01,97.9,2.5,2.519634
2018,3,7,30,Channel - Data and Devices,Americas,080,SMA/SSMA,34407.1,118535.5,20470.197,20687.278,2018-07-01,97.9,2.5,2.519634
2018,3,7,28,Channel - Data and Devices,Americas,080,SMA/SSMA,38377.15,132212.68,20470.197,20687.278,2018-07-01,97.9,2.5,2.519634
2018,1,2,8,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,88900.62,42683.06,20819.269,20155.486,2018-02-01,99.7,2.0,2.131896
2018,1,2,9,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,93579.6,44929.53,20819.269,20155.486,2018-02-01,99.7,2.0,2.131896
2018,1,2,6,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,93579.6,44929.53,20819.269,20155.486,2018-02-01,99.7,2.0,2.131896
2018,1,2,5,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,93579.6,44929.53,20819.269,20155.486,2018-02-01,99.7,2.0,2.131896
2018,1,2,7,Channel - Data and Devices,Americas,056,Legacy IC Socket and Accessories,98258.58,47176.01,20819.269,20155.486,2018-02-01,99.7,2.0,2.131896
2018,3,8,32,Channel - Data and Devices,Americas,073,Standard Modular Jacks,209679.33,104258.98,20470.197,20687.278,2018-08-01,96.2,2.5,2.432878
2018,3,8,35,Channel - Data and Devices,Americas,073,Standard Modular Jacks,189709.87,94329.55,20470.197,20687.278,2018-08-01,96.2,2.5,2.432878
2018,3,8,34,Channel - Data and Devices,Americas,073,Standard Modular Jacks,199694.6,99294.26,20470.197,20687.278,2018-08-01,96.2,2.5,2.432878
2018,3,8,31,Channel - Data and Devices,Americas,073,Standard Modular Jacks,179725.14,89364.84,20470.197,20687.278,2018-08-01,96.2,2.5,2.432878
2018,3,8,33,Channel - Data and Devices,Americas,073,Standard Modular Jacks,229648.79,114188.4,20470.197,20687.278,2018-08-01,96.2,2.5,2.432878
2018,4,12,50,Channel - Data and Devices,Americas,398,CT Interconnect,262475.54,29932.99,20687.278,20819.269,2018-12-01,98.3,3.0,2.46437
2018,4,12,49,Channel - Data and Devices,Americas,398,CT Interconnect,285299.5,32535.86,20687.278,20819.269,2018-12-01,98.3,3.0,2.46437
2018,4,12,52,Channel - Data and Devices,Americas,398,CT Interconnect,285299.5,32535.86,20687.278,20819.269,2018-12-01,98.3,3.0,2.46437
2018,4,12,51,Channel - Data and Devices,Americas,398,CT Interconnect,308123.46,35138.73,20687.278,20819.269,2018-12-01,98.3,3.0,2.46437
2019,1,2,9,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,113709.54,80243.69,21706.532,21013.085,2019-02-01,93.8,3.0,2.376648
2019,1,2,6,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,108294.8,76422.56,21706.532,21013.085,2019-02-01,93.8,3.0,2.376648
2019,1,2,7,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,113709.54,80243.69,21706.532,21013.085,2019-02-01,93.8,3.0,2.376648
2019,1,2,5,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,108294.8,76422.56,21706.532,21013.085,2019-02-01,93.8,3.0,2.376648
2019,1,2,8,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,97465.32,68780.31,21706.532,21013.085,2019-02-01,93.8,3.0,2.376648
2019,4,10,41,Channel - Data and Devices,Americas,267,Card Edge Power,12232.48,15817.13,21531.839,21706.532,2019-10-01,95.5,2.25,2.733341
2019,4,10,43,Channel - Data and Devices,Americas,267,Card Edge Power,11762.0,15208.78,21531.839,21706.532,2019-10-01,95.5,2.25,2.733341
2019,4,10,42,Channel - Data and Devices,Americas,267,Card Edge Power,11762.0,15208.78,21531.839,21706.532,2019-10-01,95.5,2.25,2.733341
2019,4,10,40,Channel - Data and Devices,Americas,267,Card Edge Power,11762.0,15208.78,21531.839,21706.532,2019-10-01,95.5,2.25,2.733341
2019,4,11,48,Channel - Data and Devices,Americas,341,Standard CHAMP Products,18976.44,28087.56,21531.839,21706.532,2019-11-01,96.8,2.25,2.768217
2019,4,11,46,Channel - Data and Devices,Americas,341,Standard CHAMP Products,18976.44,28087.56,21531.839,21706.532,2019-11-01,96.8,2.25,2.768217
2019,4,11,47,Channel - Data and Devices,Americas,341,Standard CHAMP Products,18976.44,28087.56,21531.839,21706.532,2019-11-01,96.8,2.25,2.768217
2019,4,11,44,Channel - Data and Devices,Americas,341,Standard CHAMP Products,19975.2,29565.86,21531.839,21706.532,2019-11-01,96.8,2.25,2.768217
2019,4,11,45,Channel - Data and Devices,Americas,341,Standard CHAMP Products,21972.72,32522.44,21531.839,21706.532,2019-11-01,96.8,2.25,2.768217
2019,4,12,51,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,167124.32,17139.66,21531.839,21706.532,2019-12-01,99.3,2.25,2.746361
2019,4,12,50,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,159527.76,16360.59,21531.839,21706.532,2019-12-01,99.3,2.25,2.746361
2019,4,12,49,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,197510.56,20255.96,21531.839,21706.532,2019-12-01,99.3,2.25,2.746361
2019,4,12,52,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,235493.36,24151.34,21531.839,21706.532,2019-12-01,99.3,2.25,2.746361
2019,1,3,11,Channel - Data and Devices,Americas,Z77,Outdoor FO Assemblies,670.22,4529.11,21706.532,21013.085,2019-03-01,98.4,3.0,2.399684
2019,1,3,12,Channel - Data and Devices,Americas,Z77,Outdoor FO Assemblies,562.12,3798.61,21706.532,21013.085,2019-03-01,98.4,3.0,2.399684
2019,1,3,13,Channel - Data and Devices,Americas,Z77,Outdoor FO Assemblies,454.02,3068.11,21706.532,21013.085,2019-03-01,98.4,3.0,2.399684
2019,1,3,10,Channel - Data and Devices,Americas,Z77,Outdoor FO Assemblies,475.64,3214.21,21706.532,21013.085,2019-03-01,98.4,3.0,2.399684
2020,2,6,23,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,7011.62,15918.29,21538.032,19636.731,2020-06-01,78.1,0.25,2.058146
2020,2,6,26,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,9561.3,21706.76,21538.032,19636.731,2020-06-01,78.1,0.25,2.058146
2020,2,6,25,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,7330.33,16641.85,21538.032,19636.731,2020-06-01,78.1,0.25,2.058146
2020,2,6,24,Channel - Data and Devices,Americas,032,.050 CHAMP Series I,7967.75,18088.96,21538.032,19636.731,2020-06-01,78.1,0.25,2.058146
2020,3,7,28,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,5012.92,36105.94,19636.731,21362.428,2020-07-01,72.5,0.25,2.348857
2020,3,7,29,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,6152.22,44311.84,19636.731,21362.428,2020-07-01,72.5,0.25,2.348857
2020,3,7,30,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,6380.08,45953.02,19636.731,21362.428,2020-07-01,72.5,0.25,2.348857
2020,3,7,27,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,5240.78,37747.12,19636.731,21362.428,2020-07-01,72.5,0.25,2.348857
2020,3,9,36,Channel - Data and Devices,Americas,080,SMA/SSMA,18581.01,79677.38,19636.731,21362.428,2020-09-01,80.4,0.25,2.077391
2020,3,9,37,Channel - Data and Devices,Americas,080,SMA/SSMA,21004.62,90070.09,19636.731,21362.428,2020-09-01,80.4,0.25,2.077391
2020,3,9,38,Channel - Data and Devices,Americas,080,SMA/SSMA,21004.62,90070.09,19636.731,21362.428,2020-09-01,80.4,0.25,2.077391
2020,3,9,39,Channel - Data and Devices,Americas,080,SMA/SSMA,21004.62,90070.09,19636.731,21362.428,2020-09-01,80.4,0.25,2.077391
2020,4,12,49,Channel - Data and Devices,Americas,A87,MINI POWER MODULES,25390.47,43774.77,21362.428,21704.706,2020-12-01,80.7,0.25,1.716599
2020,4,12,52,Channel - Data and Devices,Americas,A87,MINI POWER MODULES,39899.31,68788.92,21362.428,21704.706,2020-12-01,80.7,0.25,1.716599
2020,4,12,51,Channel - Data and Devices,Americas,A87,MINI POWER MODULES,29017.68,50028.3,21362.428,21704.706,2020-12-01,80.7,0.25,1.716599
2020,4,12,50,Channel - Data and Devices,Americas,A87,MINI POWER MODULES,26599.54,45859.28,21362.428,21704.706,2020-12-01,80.7,0.25,1.716599
2018,2,6,25,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,78628.03,137951.95,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,24,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,85465.25,149947.78,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,23,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,85465.25,149947.78,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,26,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,88883.86,155945.69,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,25,Channel - Data and Devices,Americas,038,AMPLIMITE HD22 Crimp-Snap Connector,232498.95,32349.54,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,24,Channel - Data and Devices,Americas,038,AMPLIMITE HD22 Crimp-Snap Connector,252716.25,35162.54,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,23,Channel - Data and Devices,Americas,038,AMPLIMITE HD22 Crimp-Snap Connector,252716.25,35162.54,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,26,Channel - Data and Devices,Americas,038,AMPLIMITE HD22 Crimp-Snap Connector,262824.9,36569.04,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,25,Channel - Data and Devices,Americas,519,PC Power Connectors,21263.04,29844.93,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,24,Channel - Data and Devices,Americas,519,PC Power Connectors,23112.0,32440.14,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,23,Channel - Data and Devices,Americas,519,PC Power Connectors,23112.0,32440.14,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,2,6,26,Channel - Data and Devices,Americas,519,PC Power Connectors,24036.48,33737.75,20155.486,20470.197,2018-06-01,98.2,2.5,2.553219
2018,3,7,29,Channel - Data and Devices,Americas,073,Standard Modular Jacks,147562.94,75500.37,20470.197,20687.278,2018-07-01,97.9,2.5,2.519634
2018,3,7,27,Channel - Data and Devices,Americas,073,Standard Modular Jacks,141147.16,72217.75,20470.197,20687.278,2018-07-01,97.9,2.5,2.519634
2018,3,7,30,Channel - Data and Devices,Americas,073,Standard Modular Jacks,166810.28,85348.25,20470.197,20687.278,2018-07-01,97.9,2.5,2.519634
2018,3,7,28,Channel - Data and Devices,Americas,073,Standard Modular Jacks,186057.62,95196.12,20470.197,20687.278,2018-07-01,97.9,2.5,2.519634
2018,2,4,15,Channel - Data and Devices,Americas,025,AMPLIMITE Straight Posted Metal Shell,42739.2,133445.43,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2018,2,4,14,Channel - Data and Devices,Americas,025,AMPLIMITE Straight Posted Metal Shell,29001.6,90552.26,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2018,2,4,17,Channel - Data and Devices,Americas,025,AMPLIMITE Straight Posted Metal Shell,42739.2,133445.43,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2018,2,4,16,Channel - Data and Devices,Americas,025,AMPLIMITE Straight Posted Metal Shell,38160.0,119147.71,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2018,1,3,10,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,80721.42,115170.24,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
2018,1,3,13,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,74512.08,106310.99,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
2018,1,3,12,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,77616.75,110740.62,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
2018,1,3,11,Channel - Data and Devices,Americas,076,BNC/TNC PCB & CABLE,77616.75,110740.62,20819.269,20155.486,2018-03-01,101.4,2.25,2.369197
