fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP,CSENT,Interest_rate,Inflation
2019,4,12,50,Energy,Americas,827,High Voltage Clamps & Connectors,524.0,62627.81,21706.532,99.3,2.25,2.746361
2015,1,2,7,Energy,Americas,E82,DC components for Solar farms,2221.0,1130.24,17991.348,95.4,0.75,1.9819969
2018,4,12,51,Energy,Americas,E82,DC components for Solar farms,1060.0,1839.17,20819.269,98.3,3.0,2.46437
2018,4,10,41,Energy,Americas,E82,DC components for Solar farms,100.0,156.0,20819.269,98.6,2.75,2.414988
2019,1,3,11,Energy,Americas,E82,DC components for Solar farms,5050.0,2679.35,21013.085,98.4,3.0,2.399684
2017,1,1,3,Energy,Americas,749,Cold Applied Low Voltage,6685.0,182710.34,19148.194,98.5,1.25,2.661562
2022,2,5,22,Energy,Americas,757,Nuclear Accessories,2092.0,242587.62,25248.476,58.4,,4.985582
2022,4,12,49,Energy,Americas,755,Heatshrink Low Voltage,36331.0,344992.3,26144.956,59.7,,6.617223
2020,4,10,40,Energy,Americas,760,Raysulate,16511.246,258210.05,21704.706,81.8,0.25,1.842159
2020,3,8,34,Energy,Americas,E78,BOW HV Arresters,89.0,79866.24,21362.428,74.1,0.25,2.288978
2022,3,9,39,Energy,Americas,814,Underground Line Bolted Connection Products,14806.0,271912.4,25723.941,58.6,,6.392795
2021,2,5,19,Energy,Americas,755,Heatshrink Low Voltage,91949.0,243562.19,23046.934,82.9,0.25,2.623164
2020,2,4,16,Energy,Americas,751,Cold Applied MV Terminations,2705.0,140787.14,19636.731,71.8,0.25,2.226352
2022,3,7,27,Energy,Americas,749,Cold Applied Low Voltage,12122.0,179549.24,25723.941,51.5,,5.625329
2022,1,1,2,Energy,Americas,752,Heatshrink Medium Voltage Joints,1605.0,323782.35,24740.48,67.2,,3.988659
2017,2,4,16,Energy,Americas,KA4,EPDM 600A Switchgear connector,341.0,58263.06,19304.506,97.0,1.5,2.25217
2017,2,6,23,Energy,Americas,752,Heatshrink Medium Voltage Joints,2376.0,176652.82,19304.506,95.0,1.75,2.13853
2021,1,3,11,Energy,Americas,E82,DC components for Solar farms,33150.0,179986.87,22313.85,84.9,0.25,1.706984
2021,2,6,25,Energy,Americas,748,High Voltage Cable Accessories,76.0,160404.11,23046.934,85.5,0.25,2.588579
2021,2,5,19,Energy,Americas,748,High Voltage Cable Accessories,57.0,23336.61,23046.934,82.9,0.25,2.623164
2017,1,3,10,Energy,Americas,KA4,EPDM 600A Switchgear connector,329.0,50503.21,19148.194,96.9,1.5,2.453344
2016,2,4,17,Energy,Americas,749,Cold Applied Low Voltage,15146.0,206654.81,18611.617,89.0,1.0,2.537996
2017,2,4,14,Energy,Americas,364,AMPACT,54347.0,288695.07,19304.506,97.0,1.5,2.25217
2018,2,5,22,Energy,Americas,757,Nuclear Accessories,334.0,64209.21,20470.197,98.0,2.25,2.544991
2016,4,11,44,Energy,Americas,760,Raysulate,17340.336,270430.77,18968.041,93.8,1.0,2.5258013
2016,3,8,35,Energy,Americas,760,Raysulate,42860.767,961448.61,18775.459,89.8,1.0,2.7228064
2018,2,5,22,Energy,Americas,750,Cold Applied Medium Voltage Joints,2232.0,524366.28,20470.197,98.0,2.25,2.544991
2017,1,2,8,Energy,Americas,760,Raysulate,40329.0,505641.91,19148.194,96.3,1.25,2.67446
2021,4,12,51,Energy,Americas,F14,Utilux-Lugs & Links,22879.0,49033.0,24349.121,70.6,,3.484143
2021,1,2,6,Energy,Americas,755,Heatshrink Low Voltage,18302.0,145615.12,22313.85,76.8,0.25,1.527009
2022,1,3,12,Energy,Americas,755,Heatshrink Low Voltage,26733.0,213529.19,24740.48,59.4,,4.558423
2022,1,3,12,Energy,Americas,753,Heatshrink MV Terminations,3005.0,255185.77,24740.48,59.4,,4.558423
2022,2,6,25,Energy,Americas,760,Raysulate,12795.0,670665.97,25248.476,50.0,,5.422337
2022,3,7,30,Energy,Americas,757,Nuclear Accessories,2401.0,308936.65,25723.941,51.5,,5.625329
2015,1,1,2,Energy,Americas,Z72,ILD/ TWC,360.0,92121.28,17991.348,98.1,0.75,1.985653
2022,3,8,32,Energy,Americas,760,Raysulate,31109.927,610755.59,25723.941,58.2,,5.991705
2022,2,6,26,Energy,Americas,364,AMPACT,158374.0,641722.84,25248.476,50.0,,5.422337
2022,3,7,30,Energy,Americas,755,Heatshrink Low Voltage,64990.0,296991.79,25723.941,51.5,,5.625329
2022,4,12,50,Energy,Americas,757,Nuclear Accessories,338.0,26509.59,26144.956,59.7,,6.617223
2022,3,8,31,Energy,Americas,753,Heatshrink MV Terminations,2496.48,242137.04,25723.941,58.2,,5.991705
2022,2,6,26,Energy,Americas,F14,Utilux-Lugs & Links,5404.0,12814.25,25248.476,50.0,,5.422337
2020,4,10,43,Energy,Americas,760,Raysulate,46988.286,1213318.59,21704.706,81.8,0.25,1.842159
2020,2,4,15,Energy,Americas,753,Heatshrink MV Terminations,4427.0,137073.97,19636.731,71.8,0.25,2.226352
2019,4,11,48,Energy,Americas,749,Cold Applied Low Voltage,29666.0,389799.5,21706.532,96.8,2.25,2.768217
2015,3,8,32,Energy,Americas,E78,BOW HV Arresters,22.0,10289.39,18306.96,91.9,0.75,2.1802398
2018,1,3,10,Energy,Americas,749,Cold Applied Low Voltage,3854.0,102484.09,20155.486,101.4,2.25,2.369197
2016,3,9,39,Energy,Americas,Z72,ILD/ TWC,464.0,118820.34,18775.459,91.2,1.0,2.6321032
2021,3,8,35,Energy,Americas,753,Heatshrink MV Terminations,4488.0,296287.32,23550.42,70.3,0.25,2.343064
2022,1,2,9,Energy,Americas,364,AMPACT,132308.0,753108.83,24740.48,62.8,,4.30707
2017,1,2,9,Energy,Americas,748,High Voltage Cable Accessories,1004.0,428447.73,19148.194,96.3,1.25,2.67446
2019,2,5,21,Energy,Americas,364,AMPACT,130925.0,543444.11,21272.448,100.0,3.0,2.39723
2019,1,1,1,Energy,Americas,814,Underground Line Bolted Connection Products,4154.0,95033.66,21013.085,91.2,3.0,2.385533
2019,3,8,32,Energy,Americas,748,High Voltage Cable Accessories,73.0,136495.43,21531.839,89.8,2.75,2.629246
2019,2,6,24,Energy,Americas,748,High Voltage Cable Accessories,143.0,109815.68,21272.448,98.2,3.0,2.421751
2017,1,1,4,Energy,Americas,364,AMPACT,88275.0,440439.6,19148.194,98.5,1.25,2.661562
2017,4,12,50,Energy,Americas,760,Raysulate,34356.544,579300.88,19894.75,95.9,2.0,2.125472
2015,3,7,27,Energy,Americas,814,Underground Line Bolted Connection Products,744.0,28484.17,18306.96,93.1,0.75,2.1414477
2019,3,7,29,Energy,Americas,751,Cold Applied MV Terminations,1575.0,83266.91,21531.839,98.4,3.0,2.460848
2016,3,9,39,Energy,Americas,750,Cold Applied Medium Voltage Joints,5979.0,1006774.88,18775.459,91.2,1.0,2.6321032
2015,4,12,49,Energy,Americas,751,Cold Applied MV Terminations,3175.0,140677.37,18332.079,92.6,1.0,2.4436874
2018,2,4,15,Energy,Americas,750,Cold Applied Medium Voltage Joints,935.0,173575.65,20470.197,98.8,2.25,2.493423
2015,2,4,17,Energy,Americas,752,Heatshrink Medium Voltage Joints,4274.0,565571.45,18193.707,95.9,0.75,2.0631236
2019,2,5,18,Energy,Americas,E82,DC components for Solar farms,10576.0,1422.06,21272.448,100.0,3.0,2.39723
2016,2,6,24,Energy,Americas,752,Heatshrink Medium Voltage Joints,2847.0,428108.28,18611.617,93.5,1.0,2.5689022
2017,1,1,4,Energy,Americas,752,Heatshrink Medium Voltage Joints,3173.0,741437.8,19148.194,98.5,1.25,2.661562
2017,3,8,33,Energy,Americas,Z72,ILD/ TWC,563.0,91921.68,19561.896,96.8,1.75,2.089832
2017,2,4,17,Energy,Americas,750,Cold Applied Medium Voltage Joints,956.0,309759.81,19304.506,97.0,1.5,2.25217
2016,2,5,20,Energy,Americas,364,AMPACT,152393.0,461769.29,18611.617,94.7,1.0,2.5711572
2016,2,5,22,Energy,Americas,748,High Voltage Cable Accessories,114.0,254998.6,18611.617,94.7,1.0,2.5711572
2015,1,1,3,Energy,Americas,KA4,EPDM 600A Switchgear connector,741.0,151382.0,17991.348,98.1,0.75,1.985653
2016,1,2,8,Energy,Americas,814,Underground Line Bolted Connection Products,4524.0,32112.54,18425.306,91.7,1.0,2.5442092
2017,3,8,31,Energy,Americas,748,High Voltage Cable Accessories,25.0,11556.22,19561.896,96.8,1.75,2.089832
2016,2,4,14,Energy,Americas,755,Heatshrink Low Voltage,22295.0,132346.99,18611.617,89.0,1.0,2.537996
2018,1,1,3,Energy,Americas,755,Heatshrink Low Voltage,50913.425,304217.78,20155.486,95.7,2.0,2.166305
2015,1,1,3,Energy,Americas,753,Heatshrink MV Terminations,3988.0,229918.89,17991.348,98.1,0.75,1.985653
2018,2,4,17,Energy,Americas,751,Cold Applied MV Terminations,2477.0,106461.73,20470.197,98.8,2.25,2.493423
2019,2,6,25,Energy,Americas,753,Heatshrink MV Terminations,3466.2,263578.99,21272.448,98.2,3.0,2.421751
2016,2,6,24,Energy,Americas,755,Heatshrink Low Voltage,43436.0,171734.54,18611.617,93.5,1.0,2.5689022
2018,3,9,37,Energy,Americas,751,Cold Applied MV Terminations,3258.0,137220.61,20687.278,100.1,2.75,2.461933
2017,2,6,24,Energy,Americas,751,Cold Applied MV Terminations,3204.0,106328.83,19304.506,95.0,1.75,2.13853
2016,2,5,21,Energy,Americas,814,Underground Line Bolted Connection Products,380.0,12446.41,18611.617,94.7,1.0,2.5711572
2019,1,3,13,Energy,Americas,752,Heatshrink Medium Voltage Joints,2379.0,1197353.32,21013.085,98.4,3.0,2.399684
2019,1,2,5,Energy,Americas,752,Heatshrink Medium Voltage Joints,963.0,186496.29,21013.085,93.8,3.0,2.376648
2019,3,7,28,Energy,Americas,749,Cold Applied Low Voltage,20242.0,188432.54,21531.839,98.4,3.0,2.460848
2018,4,11,44,Energy,Americas,E78,BOW HV Arresters,95.0,20610.98,20819.269,97.5,2.75,2.476794
2017,3,7,28,Energy,Americas,F14,Utilux-Lugs & Links,75787.0,107444.32,19561.896,93.4,1.75,2.146769
2018,3,7,29,Energy,Americas,749,Cold Applied Low Voltage,8288.0,114587.21,20687.278,97.9,2.5,2.519634
2016,3,8,33,Energy,Americas,749,Cold Applied Low Voltage,6779.0,107389.05,18775.459,89.8,1.0,2.7228064
2015,3,9,38,Energy,Americas,E82,DC components for Solar farms,28523.0,27174.74,18306.96,87.2,0.75,2.279431
2016,2,5,20,Energy,Americas,E82,DC components for Solar farms,-4800.0,-6003.0,18611.617,94.7,1.0,2.5711572
2015,4,10,42,Energy,Americas,E82,DC components for Solar farms,3183.0,1419.66,18332.079,90.0,0.75,2.3462109
2018,3,8,33,Energy,Americas,751,Cold Applied MV Terminations,3106.0,115822.46,20687.278,96.2,2.5,2.432878
2018,1,2,8,Energy,Americas,F14,Utilux-Lugs & Links,36343.0,63009.44,20155.486,99.7,2.0,2.131896
2015,2,5,19,Energy,Americas,F14,Utilux-Lugs & Links,40678.0,59978.77,18193.707,90.7,0.75,2.0668869
2017,1,2,7,Energy,Americas,F14,Utilux-Lugs & Links,69431.0,108858.27,19148.194,96.3,1.25,2.67446
2020,1,2,9,Energy,Americas,748,High Voltage Cable Accessories,173.0,241519.79,21538.032,101.0,2.25,2.812936
2020,1,1,4,Energy,Americas,757,Nuclear Accessories,1544.0,414135.35,21538.032,99.8,2.25,2.797067
2020,1,1,1,Energy,Americas,Z72,ILD/ TWC,303.0,44573.84,21538.032,99.8,2.25,2.797067
2020,1,3,11,Energy,Americas,757,Nuclear Accessories,1543.0,373695.1,21538.032,89.1,0.25,2.647379
2022,2,6,24,Energy,Americas,748,High Voltage Cable Accessories,51.0,160907.15,25248.476,50.0,,5.422337
2016,4,12,53,Energy,Americas,Z72,ILD/ TWC,373.0,81382.09,18968.041,98.2,1.25,2.594944
2015,4,11,47,Energy,Americas,E78,BOW HV Arresters,66.0,27800.53,18332.079,91.3,0.75,2.4052606
2017,2,5,20,Energy,Americas,814,Underground Line Bolted Connection Products,1426.0,52787.71,19304.506,97.1,1.5,2.155911
2018,4,12,52,Energy,Americas,814,Underground Line Bolted Connection Products,9243.0,294134.36,20819.269,98.3,3.0,2.46437
2015,2,4,17,Energy,Americas,749,Cold Applied Low Voltage,12168.0,140677.2,18193.707,95.9,0.75,2.0631236
2016,4,10,43,Energy,Americas,748,High Voltage Cable Accessories,160.0,128085.24,18968.041,87.2,1.0,2.5095184
2018,2,5,21,Energy,Americas,KA4,EPDM 600A Switchgear connector,725.0,14092.64,20470.197,98.0,2.25,2.544991
2022,3,9,36,Energy,Americas,757,Nuclear Accessories,7.0,16812.16,25723.941,58.6,,6.392795
2020,2,4,17,Energy,Americas,753,Heatshrink MV Terminations,19935.0,447186.76,19636.731,71.8,0.25,2.226352
2022,3,7,27,Energy,Americas,752,Heatshrink Medium Voltage Joints,856.0,361430.63,25723.941,51.5,,5.625329
2021,1,2,7,Energy,Americas,752,Heatshrink Medium Voltage Joints,1526.0,394338.81,22313.85,76.8,0.25,1.527009
2021,2,4,17,Energy,Americas,752,Heatshrink Medium Voltage Joints,1964.0,448348.89,23046.934,88.3,0.25,2.262331
2016,4,12,50,Energy,Americas,E78,BOW HV Arresters,15.0,17936.06,18968.041,98.2,1.25,2.594944
2017,1,3,10,Energy,Americas,364,AMPACT,88085.0,348424.15,19148.194,96.9,1.5,2.453344
2015,2,5,21,Energy,Americas,753,Heatshrink MV Terminations,6255.0,301987.34,18193.707,90.7,0.75,2.0668869
2019,4,11,44,Energy,Americas,753,Heatshrink MV Terminations,3169.0,167317.17,21706.532,96.8,2.25,2.768217
2016,3,7,29,Energy,Americas,755,Heatshrink Low Voltage,71791.0,250045.72,18775.459,90.0,1.0,2.5758512
2018,3,7,29,Energy,Americas,751,Cold Applied MV Terminations,2074.0,97052.67,20687.278,97.9,2.5,2.519634
2016,4,10,40,Energy,Americas,751,Cold Applied MV Terminations,1363.0,45419.14,18968.041,87.2,1.0,2.5095184
2015,4,11,48,Energy,Americas,814,Underground Line Bolted Connection Products,2259.0,44307.91,18332.079,91.3,0.75,2.4052606
2021,1,1,3,Energy,Americas,E78,BOW HV Arresters,47.0,46292.28,22313.85,79.0,0.25,1.517012
2020,1,2,7,Energy,Americas,757,Nuclear Accessories,520.0,30504.77,21538.032,101.0,2.25,2.812936
2022,3,7,30,Energy,Americas,E78,BOW HV Arresters,15.0,9393.94,25723.941,51.5,,5.625329
2015,2,5,20,Energy,Americas,814,Underground Line Bolted Connection Products,2848.0,97709.83,18193.707,90.7,0.75,2.0668869
2017,4,11,47,Energy,Americas,F14,Utilux-Lugs & Links,67073.0,104721.13,19894.75,98.5,1.75,2.115031
2015,3,9,39,Energy,Americas,827,High Voltage Clamps & Connectors,401.0,36368.45,18306.96,87.2,0.75,2.279431
2017,2,5,19,Energy,Americas,E82,DC components for Solar farms,10350.0,7138.0,19304.506,97.1,1.5,2.155911
2019,1,1,2,Energy,Americas,E82,DC components for Solar farms,2000.0,699.34,21013.085,91.2,3.0,2.385533
2018,4,12,50,Energy,Americas,F14,Utilux-Lugs & Links,44791.0,67934.3,20819.269,98.3,3.0,2.46437
2019,1,1,3,Energy,Americas,E82,DC components for Solar farms,1021.0,965.15,21013.085,91.2,3.0,2.385533
2016,3,7,30,Energy,Americas,757,Nuclear Accessories,1579.0,156782.53,18775.459,90.0,1.0,2.5758512
2017,4,11,45,Energy,Americas,KA4,EPDM 600A Switchgear connector,1286.0,118410.53,19894.75,98.5,1.75,2.115031
2016,3,8,33,Energy,Americas,364,AMPACT,133512.0,414736.78,18775.459,89.8,1.0,2.7228064
2015,1,1,3,Energy,Americas,760,Raysulate,19726.905,237467.64,17991.348,98.1,0.75,1.985653
2015,4,11,45,Energy,Americas,748,High Voltage Cable Accessories,112.0,58251.86,18332.079,91.3,0.75,2.4052606
2018,4,10,42,Energy,Americas,748,High Voltage Cable Accessories,437.0,78297.29,20819.269,98.6,2.75,2.414988
2019,3,7,28,Energy,Americas,364,AMPACT,66378.0,438183.58,21531.839,98.4,3.0,2.460848
2018,3,7,30,Energy,Americas,KA4,EPDM 600A Switchgear connector,3317.0,211677.77,20687.278,97.9,2.5,2.519634
2017,4,11,47,Energy,Americas,KA4,EPDM 600A Switchgear connector,1352.0,148268.86,19894.75,98.5,1.75,2.115031
2018,1,2,5,Energy,Americas,750,Cold Applied Medium Voltage Joints,345.0,116547.29,20155.486,99.7,2.0,2.131896
2016,3,7,29,Energy,Americas,760,Raysulate,26979.48,640114.79,18775.459,90.0,1.0,2.5758512
2022,2,4,15,Energy,Americas,E78,BOW HV Arresters,21.0,8175.48,25248.476,65.2,,4.721803
2020,4,11,47,Energy,Americas,757,Nuclear Accessories,139.0,41960.99,21704.706,76.9,0.25,1.798587
2020,4,12,52,Energy,Americas,827,High Voltage Clamps & Connectors,287.0,10901.56,21704.706,80.7,0.25,1.716599
2017,4,10,43,Energy,Americas,814,Underground Line Bolted Connection Products,2655.0,81654.16,19894.75,100.7,1.75,2.192819
2017,3,9,37,Energy,Americas,364,AMPACT,117747.0,412683.87,19561.896,95.1,1.75,2.106697
2016,3,7,30,Energy,Americas,748,High Voltage Cable Accessories,151.0,288843.31,18775.459,90.0,1.0,2.5758512
2017,1,3,13,Energy,Americas,748,High Voltage Cable Accessories,108.0,163509.16,19148.194,96.9,1.5,2.453344
2020,2,6,24,Energy,Americas,750,Cold Applied Medium Voltage Joints,2677.0,563362.42,19636.731,78.1,0.25,2.058146
2021,4,12,50,Energy,Americas,751,Cold Applied MV Terminations,2147.0,123391.41,24349.121,70.6,,3.484143
2021,4,11,48,Energy,Americas,750,Cold Applied Medium Voltage Joints,21710.0,953417.22,24349.121,67.4,,3.21432
2021,4,10,42,Energy,Americas,752,Heatshrink Medium Voltage Joints,2321.0,584502.02,24349.121,71.7,,3.035619
2022,4,12,52,Energy,Americas,760,Raysulate,48988.558,1430836.95,26144.956,59.7,,6.617223
2022,2,4,17,Energy,Americas,760,Raysulate,38614.693,1377637.12,25248.476,65.2,,4.721803
2022,4,12,50,Energy,Americas,749,Cold Applied Low Voltage,10090.0,237135.99,26144.956,59.7,,6.617223
2021,1,2,6,Energy,Americas,752,Heatshrink Medium Voltage Joints,2240.0,327996.12,22313.85,76.8,0.25,1.527009
2021,4,11,45,Energy,Americas,749,Cold Applied Low Voltage,13950.0,207510.34,24349.121,67.4,,3.21432
2021,3,7,28,Energy,Americas,760,Raysulate,38410.368,755194.13,23550.42,81.2,0.25,2.315464
2021,2,5,19,Energy,Americas,760,Raysulate,31500.5,654616.46,23046.934,82.9,0.25,2.623164
2021,1,2,9,Energy,Americas,752,Heatshrink Medium Voltage Joints,1831.0,742218.64,22313.85,76.8,0.25,1.527009
2022,1,3,12,Energy,Americas,757,Nuclear Accessories,462.0,63924.02,24740.48,59.4,,4.558423
2022,4,12,49,Energy,Americas,E78,BOW HV Arresters,3.0,1989.27,26144.956,59.7,,6.617223
2017,3,7,29,Energy,Americas,F14,Utilux-Lugs & Links,63230.0,104714.66,19561.896,93.4,1.75,2.146769
2021,3,9,36,Energy,Americas,E82,DC components for Solar farms,32005.0,5139.28,23550.42,72.8,,2.638383
2022,1,2,8,Energy,Americas,753,Heatshrink MV Terminations,8422.0,369596.0,24740.48,62.8,,4.30707
2022,1,1,2,Energy,Americas,KA4,EPDM 600A Switchgear connector,1369.0,296001.52,24740.48,67.2,,3.988659
2022,4,12,52,Energy,Americas,364,AMPACT,188162.0,894767.35,26144.956,59.7,,6.617223
2022,3,8,34,Energy,Americas,814,Underground Line Bolted Connection Products,5844.0,197554.71,25723.941,58.2,,5.991705
2021,4,10,40,Energy,Americas,E82,DC components for Solar farms,2000.0,1224.72,24349.121,71.7,,3.035619
2020,2,4,16,Energy,Americas,748,High Voltage Cable Accessories,30.0,8087.83,19636.731,71.8,0.25,2.226352
2021,3,8,32,Energy,Americas,748,High Voltage Cable Accessories,26.0,41683.3,23550.42,70.3,0.25,2.343064
2016,3,9,36,Energy,Americas,KA4,EPDM 600A Switchgear connector,994.0,125318.99,18775.459,91.2,1.0,2.6321032
2019,1,1,2,Energy,Americas,KA4,EPDM 600A Switchgear connector,1368.0,121358.32,21013.085,91.2,3.0,2.385533
2019,2,4,14,Energy,Americas,KA4,EPDM 600A Switchgear connector,456.0,16826.88,21272.448,97.2,3.0,2.407927
2016,4,11,46,Energy,Americas,KA4,EPDM 600A Switchgear connector,1113.0,161223.14,18968.041,93.8,1.0,2.5258013
2018,1,2,5,Energy,Americas,364,AMPACT,109576.0,509039.49,20155.486,99.7,2.0,2.131896
2015,3,7,30,Energy,Americas,760,Raysulate,37263.86,949360.73,18306.96,93.1,0.75,2.1414477
2015,1,3,10,Energy,Americas,757,Nuclear Accessories,1063.0,54224.17,17991.348,93.0,0.75,1.9991371
2017,1,3,10,Energy,Americas,748,High Voltage Cable Accessories,2.0,4816.2,19148.194,96.9,1.5,2.453344
2016,2,4,14,Energy,Americas,751,Cold Applied MV Terminations,0.0,-5275.16,18611.617,89.0,1.0,2.537996
2021,2,5,21,Energy,Americas,755,Heatshrink Low Voltage,20571.0,184348.43,23046.934,82.9,0.25,2.623164
2021,4,12,50,Energy,Americas,752,Heatshrink Medium Voltage Joints,915.0,287602.92,24349.121,70.6,,3.484143
2021,1,2,9,Energy,Americas,Z72,ILD/ TWC,1229.0,265602.93,22313.85,76.8,0.25,1.527009
2016,4,12,51,Energy,Americas,757,Nuclear Accessories,536.0,316460.11,18968.041,98.2,1.25,2.594944
2017,1,2,8,Energy,Americas,757,Nuclear Accessories,258.0,23337.02,19148.194,96.3,1.25,2.67446
2015,2,4,16,Energy,Americas,827,High Voltage Clamps & Connectors,270.0,8270.34,18193.707,95.9,0.75,2.0631236
2018,4,12,52,Energy,Americas,E78,BOW HV Arresters,60.0,24081.2,20819.269,98.3,3.0,2.46437
2018,4,12,49,Energy,Americas,749,Cold Applied Low Voltage,8279.0,111554.7,20819.269,98.3,3.0,2.46437
2015,1,2,8,Energy,Americas,748,High Voltage Cable Accessories,96.0,533576.41,17991.348,95.4,0.75,1.9819969
2019,1,2,5,Energy,Americas,KA4,EPDM 600A Switchgear connector,800.0,106418.33,21013.085,93.8,3.0,2.376648
2016,1,3,13,Energy,Americas,749,Cold Applied Low Voltage,10433.0,131836.66,18425.306,91.0,1.0,2.531878
2019,3,9,38,Energy,Americas,KA4,EPDM 600A Switchgear connector,5762.0,446468.24,21531.839,93.2,2.5,2.606767
2018,3,9,39,Energy,Americas,814,Underground Line Bolted Connection Products,9134.0,279927.3,20687.278,100.1,2.75,2.461933
2015,3,9,36,Energy,Americas,760,Raysulate,15760.259,332915.13,18306.96,87.2,0.75,2.279431
