fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP,CSENT,Interest_rate,Inflation
2021,2,4,17,Industrial Commercial Transportation,Americas,J42,HD30,4624896.0,365378.36,23046.934,88.3,0.25,2.262331
2021,1,1,2,Industrial Commercial Transportation,Americas,J43,HDP,196439.0,586594.62,22313.85,79.0,0.25,1.517012
2021,1,1,2,Industrial Commercial Transportation,Americas,J41,DT,3125278.0,1418678.24,22313.85,79.0,0.25,1.517012
2021,2,5,18,Industrial Commercial Transportation,Americas,J41,DT,3693446.0,1723554.67,23046.934,82.9,0.25,2.623164
2021,4,11,48,Industrial Commercial Transportation,Americas,J41,DT,4318541.0,1812015.54,24349.121,67.4,,3.21432
2021,3,8,32,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,2089569.0,192566.27,23550.42,70.3,0.25,2.343064
2022,3,7,30,Industrial Commercial Transportation,Americas,J12,Superseal,609892.0,169966.39,25723.941,51.5,,5.625329
2020,1,2,7,Industrial Commercial Transportation,Americas,J04,AMPSEAL Connectors,317727.0,96568.57,21538.032,101.0,2.25,2.812936
2020,1,3,11,Industrial Commercial Transportation,Americas,N09,AMP MCP - Terminals,3375518.0,146478.56,21538.032,89.1,0.25,2.647379
2020,1,2,8,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,48446.0,312164.47,21538.032,101.0,2.25,2.812936
2020,1,2,7,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,1146250.0,93507.25,21538.032,101.0,2.25,2.812936
2020,1,1,2,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,251918.0,73176.64,21538.032,99.8,2.25,2.797067
2020,1,3,10,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,425253.0,124294.22,21538.032,89.1,0.25,2.647379
2021,3,9,39,Industrial Commercial Transportation,Americas,H98,DTP,168347.0,129247.82,23550.42,72.8,,2.638383
2021,2,6,23,Industrial Commercial Transportation,Americas,H98,DTP,127198.0,138861.7,23046.934,85.5,0.25,2.588579
2021,2,6,26,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,30679.0,299877.71,23046.934,85.5,0.25,2.588579
2019,1,1,1,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,66216.0,369579.16,21013.085,91.2,3.0,2.385533
2017,4,12,49,Industrial Commercial Transportation,Americas,J04,AMPSEAL Connectors,438468.0,218947.53,19894.75,95.9,2.0,2.125472
2015,4,10,40,Industrial Commercial Transportation,Americas,J93,DIN,121000.0,32.47,18332.079,90.0,0.75,2.3462109
2019,4,11,45,Industrial Commercial Transportation,Americas,J04,AMPSEAL Connectors,341201.0,195392.5,21706.532,96.8,2.25,2.768217
2017,1,1,4,Industrial Commercial Transportation,Americas,H94,Leavyseal,66514.0,149552.25,19148.194,98.5,1.25,2.661562
2015,4,11,45,Industrial Commercial Transportation,Americas,J45,DRC,27385.0,241582.07,18332.079,91.3,0.75,2.4052606
2016,4,12,52,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,8504.0,87480.85,18968.041,98.2,1.25,2.594944
2018,4,12,52,Industrial Commercial Transportation,Americas,H95,DTM,496731.0,330872.86,20819.269,98.3,3.0,2.46437
2019,1,3,10,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,2130692.0,214491.34,21013.085,98.4,3.0,2.399684
2019,1,3,12,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,15458.0,156604.39,21013.085,98.4,3.0,2.399684
2015,2,6,23,Industrial Commercial Transportation,Americas,AH8,AMPSEAL 16  Connectors,394740.0,182828.96,18193.707,96.1,0.75,2.1147326
2018,4,12,51,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,1490600.0,137389.07,20819.269,98.3,3.0,2.46437
2019,2,4,16,Industrial Commercial Transportation,Americas,H98,DTP,145464.0,163125.76,21272.448,97.2,3.0,2.407927
2016,3,9,39,Industrial Commercial Transportation,Americas,J46,DRB,16073.0,54450.17,18775.459,91.2,1.0,2.6321032
2019,1,2,7,Industrial Commercial Transportation,Americas,J44,HD10,64097.0,134938.55,21013.085,93.8,3.0,2.376648
2019,4,12,51,Industrial Commercial Transportation,Americas,J46,DRB,34216.0,113414.92,21706.532,99.3,2.25,2.746361
2019,1,2,5,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,2099250.0,215231.78,21013.085,93.8,3.0,2.376648
2016,4,11,47,Industrial Commercial Transportation,Americas,J45,DRC,30362.0,244947.52,18968.041,93.8,1.0,2.5258013
2019,4,11,46,Industrial Commercial Transportation,Americas,J93,DIN,375211.0,123520.03,21706.532,96.8,2.25,2.768217
2017,2,4,16,Industrial Commercial Transportation,Americas,J46,DRB,20825.0,65911.58,19304.506,97.0,1.5,2.25217
2016,1,2,7,Industrial Commercial Transportation,Americas,J93,DIN,167809.0,57653.2,18425.306,91.7,1.0,2.5442092
2019,1,1,3,Industrial Commercial Transportation,Americas,J46,DRB,30310.0,97096.72,21013.085,91.2,3.0,2.385533
2018,1,1,3,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,9484662.0,833913.85,20155.486,95.7,2.0,2.166305
2016,4,12,52,Industrial Commercial Transportation,Americas,H94,Leavyseal,73114.0,188151.89,18968.041,98.2,1.25,2.594944
2019,1,2,7,Industrial Commercial Transportation,Americas,J46,DRB,30472.0,100152.45,21013.085,93.8,3.0,2.376648
2019,2,6,24,Industrial Commercial Transportation,Americas,J43,HDP,228564.0,754534.6,21272.448,98.2,3.0,2.421751
2015,3,9,38,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,1200000.0,136763.89,18306.96,87.2,0.75,2.279431
2019,2,5,19,Industrial Commercial Transportation,Americas,H90,Mechatronics,4380.0,86883.9,21272.448,100.0,3.0,2.39723
2017,3,7,28,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,46568.0,228502.49,19561.896,93.4,1.75,2.146769
2015,1,3,10,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,61050.0,341851.19,17991.348,93.0,0.75,1.9991371
2017,1,1,1,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,40986.0,197454.8,19148.194,98.5,1.25,2.661562
2015,1,3,11,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,35258.0,179749.08,17991.348,93.0,0.75,1.9991371
2016,4,11,48,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,191153.0,75234.77,18968.041,93.8,1.0,2.5258013
2018,1,1,2,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,2460675.0,225733.96,20155.486,95.7,2.0,2.166305
2022,4,10,41,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,441173.0,150404.52,26144.956,59.9,,6.364809
2021,4,12,49,Industrial Commercial Transportation,Americas,N09,AMP MCP - Terminals,2601718.0,139136.02,24349.121,70.6,,3.484143
2022,1,3,12,Industrial Commercial Transportation,Americas,J93,DIN,294970.0,121971.83,24740.48,59.4,,4.558423
2021,4,12,50,Industrial Commercial Transportation,Americas,J44,HD10,35162.0,75062.06,24349.121,70.6,,3.484143
2021,3,9,39,Industrial Commercial Transportation,Americas,J63,Solid Contacts,2948468.0,587879.95,23550.42,72.8,,2.638383
2021,2,5,22,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,8369647.0,655808.16,23046.934,82.9,0.25,2.623164
2020,1,1,3,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,36962.0,217938.23,21538.032,99.8,2.25,2.797067
2020,4,11,48,Industrial Commercial Transportation,Americas,J12,Superseal,154062.0,65312.93,21704.706,76.9,0.25,1.798587
2020,4,11,44,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,304227.0,78570.2,21704.706,76.9,0.25,1.798587
2022,2,6,23,Industrial Commercial Transportation,Americas,H94,Leavyseal,94675.0,320674.47,25248.476,50.0,,5.422337
2022,1,1,4,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,1677000.0,154931.1,24740.48,67.2,,3.988659
2019,3,9,38,Industrial Commercial Transportation,Americas,J44,HD10,51828.0,117887.89,21531.839,93.2,2.5,2.606767
2019,1,2,9,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,1268750.0,114781.27,21013.085,93.8,3.0,2.376648
2015,1,1,1,Industrial Commercial Transportation,Americas,H98,DTP,95563.0,82885.19,17991.348,98.1,0.75,1.985653
2015,2,6,23,Industrial Commercial Transportation,Americas,H98,DTP,116351.0,87860.16,18193.707,96.1,0.75,2.1147326
2019,1,1,1,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,22100.0,162312.88,21013.085,91.2,3.0,2.385533
2015,3,8,33,Industrial Commercial Transportation,Americas,J45,DRC,32102.0,234079.55,18306.96,91.9,0.75,2.1802398
2018,1,1,3,Industrial Commercial Transportation,Americas,J45,DRC,37750.0,333928.91,20155.486,95.7,2.0,2.166305
2019,3,9,37,Industrial Commercial Transportation,Americas,J43,HDP,217375.0,687772.57,21531.839,93.2,2.5,2.606767
2019,2,6,23,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,9291112.0,751785.81,21272.448,98.2,3.0,2.421751
2019,1,1,1,Industrial Commercial Transportation,Americas,J93,DIN,281956.0,93637.44,21013.085,91.2,3.0,2.385533
2018,1,1,2,Industrial Commercial Transportation,Americas,J93,DIN,234855.0,179149.4,20155.486,95.7,2.0,2.166305
2018,2,6,25,Industrial Commercial Transportation,Americas,N09,AMP MCP - Terminals,3611700.0,126002.47,20470.197,98.2,2.5,2.553219
2017,3,7,29,Industrial Commercial Transportation,Americas,N09,AMP MCP - Terminals,2581200.0,101169.71,19561.896,93.4,1.75,2.146769
2019,4,11,48,Industrial Commercial Transportation,Americas,N09,AMP MCP - Terminals,3079800.0,141716.64,21706.532,96.8,2.25,2.768217
2016,1,2,9,Industrial Commercial Transportation,Americas,J44,HD10,46906.0,114723.49,18425.306,91.7,1.0,2.5442092
2015,2,6,23,Industrial Commercial Transportation,Americas,J12,Superseal,225589.0,73541.44,18193.707,96.1,0.75,2.1147326
2021,4,12,52,Industrial Commercial Transportation,Americas,J93,DIN,366439.0,194062.96,24349.121,70.6,,3.484143
2022,4,10,40,Industrial Commercial Transportation,Americas,H94,Leavyseal,92276.0,252691.41,26144.956,59.9,,6.364809
2022,4,12,53,Industrial Commercial Transportation,Americas,J04,AMPSEAL Connectors,442844.0,1035503.02,26144.956,59.7,,6.617223
2021,3,8,32,Industrial Commercial Transportation,Americas,H95,DTM,710463.0,350618.86,23550.42,70.3,0.25,2.343064
2021,4,10,43,Industrial Commercial Transportation,Americas,J42,HD30,2867293.0,274774.75,24349.121,71.7,,3.035619
2017,1,1,3,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,276974.0,65086.16,19148.194,98.5,1.25,2.661562
2021,4,10,42,Industrial Commercial Transportation,Americas,J43,HDP,261685.0,732141.91,24349.121,71.7,,3.035619
2021,1,3,11,Industrial Commercial Transportation,Americas,J63,Solid Contacts,2635775.0,653890.15,22313.85,84.9,0.25,1.706984
2021,4,12,51,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,9443900.0,739066.99,24349.121,70.6,,3.484143
2022,1,3,11,Industrial Commercial Transportation,Americas,J41,DT,4145846.0,1564445.44,24740.48,59.4,,4.558423
2022,1,2,7,Industrial Commercial Transportation,Americas,J04,AMPSEAL Connectors,373328.0,119507.21,24740.48,62.8,,4.30707
2022,2,5,21,Industrial Commercial Transportation,Americas,J41,DT,5762804.0,2192624.83,25248.476,58.4,,4.985582
2020,4,11,48,Industrial Commercial Transportation,Americas,J42,HD30,2610670.0,275398.37,21704.706,76.9,0.25,1.798587
2020,4,11,45,Industrial Commercial Transportation,Americas,J12,Superseal,331871.0,79427.12,21704.706,76.9,0.25,1.798587
2020,1,2,6,Industrial Commercial Transportation,Americas,N09,AMP MCP - Terminals,1842300.0,73508.13,21538.032,101.0,2.25,2.812936
2020,2,5,18,Industrial Commercial Transportation,Americas,N73,HDSCS,399850.0,217782.36,19636.731,72.3,0.25,2.084208
2020,4,12,51,Industrial Commercial Transportation,Americas,N73,HDSCS,261706.0,151718.92,21704.706,80.7,0.25,1.716599
2020,4,12,49,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,184870.0,68554.3,21704.706,80.7,0.25,1.716599
2022,3,9,36,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,57631.0,293568.83,25723.941,58.6,,6.392795
2022,3,8,32,Industrial Commercial Transportation,Americas,J45,DRC,39396.0,352416.86,25723.941,58.2,,5.991705
2022,4,10,43,Industrial Commercial Transportation,Americas,J46,DRB,27851.0,127477.48,26144.956,59.9,,6.364809
2019,1,2,9,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,346022.0,107146.94,21013.085,93.8,3.0,2.376648
2019,1,2,7,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,416256.0,107128.98,21013.085,93.8,3.0,2.376648
2021,3,8,35,Industrial Commercial Transportation,Americas,J41,DT,4151671.0,1465288.08,23550.42,70.3,0.25,2.343064
2020,1,3,12,Industrial Commercial Transportation,Americas,J12,Superseal,403757.0,124176.9,21538.032,89.1,0.25,2.647379
2020,3,7,27,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,85384.0,20658.28,21362.428,72.5,0.25,2.348857
2020,4,12,50,Industrial Commercial Transportation,Americas,J93,DIN,196961.0,52180.75,21704.706,80.7,0.25,1.716599
2019,3,8,34,Industrial Commercial Transportation,Americas,J44,HD10,48370.0,112199.8,21531.839,89.8,2.75,2.629246
2019,4,11,45,Industrial Commercial Transportation,Americas,J44,HD10,56746.0,120238.68,21706.532,96.8,2.25,2.768217
2019,2,6,25,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,364914.0,125812.76,21272.448,98.2,3.0,2.421751
2016,3,8,31,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,888000.0,80378.82,18775.459,89.8,1.0,2.7228064
2018,4,10,43,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,10121253.0,912233.76,20819.269,98.6,2.75,2.414988
2016,1,3,11,Industrial Commercial Transportation,Americas,H94,Leavyseal,69676.0,179143.97,18425.306,91.0,1.0,2.531878
2016,3,7,27,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,5491685.0,473259.75,18775.459,90.0,1.0,2.5758512
2018,2,4,15,Industrial Commercial Transportation,Americas,H94,Leavyseal,87232.0,154655.45,20470.197,98.8,2.25,2.493423
2019,4,12,49,Industrial Commercial Transportation,Americas,J45,DRC,24905.0,148572.72,21706.532,99.3,2.25,2.746361
2016,4,12,50,Industrial Commercial Transportation,Americas,H94,Leavyseal,92326.0,155858.73,18968.041,98.2,1.25,2.594944
2017,4,12,52,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,8098069.0,629249.5,19894.75,95.9,2.0,2.125472
2015,2,4,16,Industrial Commercial Transportation,Americas,J63,Solid Contacts,2023198.0,549288.56,18193.707,95.9,0.75,2.0631236
2019,1,3,10,Industrial Commercial Transportation,Americas,J46,DRB,13678.0,63937.41,21013.085,98.4,3.0,2.399684
2016,3,9,39,Industrial Commercial Transportation,Americas,J42,HD30,2931357.0,257126.36,18775.459,91.2,1.0,2.6321032
2017,3,7,27,Industrial Commercial Transportation,Americas,J45,DRC,30368.0,239049.52,19561.896,93.4,1.75,2.146769
2019,4,10,42,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,458329.0,108747.42,21706.532,95.5,2.25,2.733341
2018,2,4,17,Industrial Commercial Transportation,Americas,J42,HD30,4518653.0,485551.54,20470.197,98.8,2.25,2.493423
2017,4,11,44,Industrial Commercial Transportation,Americas,J44,HD10,52873.0,116779.06,19894.75,98.5,1.75,2.115031
2017,3,7,29,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,1840200.0,187271.12,19561.896,93.4,1.75,2.146769
2018,1,3,10,Industrial Commercial Transportation,Americas,J63,Solid Contacts,1798298.0,443962.84,20155.486,101.4,2.25,2.369197
2019,1,3,13,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,40036.0,249529.13,21013.085,98.4,3.0,2.399684
2015,2,6,23,Industrial Commercial Transportation,Americas,J04,AMPSEAL Connectors,336910.0,253456.79,18193.707,96.1,0.75,2.1147326
2019,2,4,15,Industrial Commercial Transportation,Americas,H94,Leavyseal,118450.0,227843.34,21272.448,97.2,3.0,2.407927
2019,2,6,25,Industrial Commercial Transportation,Americas,J04,AMPSEAL Connectors,3267046.0,611227.38,21272.448,98.2,3.0,2.421751
2019,3,7,28,Industrial Commercial Transportation,Americas,J46,DRB,33758.0,115112.65,21531.839,98.4,3.0,2.460848
2016,4,10,43,Industrial Commercial Transportation,Americas,H94,Leavyseal,90843.0,174303.94,18968.041,87.2,1.0,2.5095184
2018,4,10,42,Industrial Commercial Transportation,Americas,H94,Leavyseal,99023.0,186023.17,20819.269,98.6,2.75,2.414988
2017,3,9,37,Industrial Commercial Transportation,Americas,J46,DRB,34309.0,79976.95,19561.896,95.1,1.75,2.106697
2017,2,5,21,Industrial Commercial Transportation,Americas,H94,Leavyseal,86471.0,163397.2,19304.506,97.1,1.5,2.155911
2017,4,12,49,Industrial Commercial Transportation,Americas,J93,DIN,174288.0,48083.14,19894.75,95.9,2.0,2.125472
2018,1,2,7,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,22100.0,194822.13,20155.486,99.7,2.0,2.131896
2018,3,8,35,Industrial Commercial Transportation,Americas,J41,DT,3211791.0,1424805.67,20687.278,96.2,2.5,2.432878
2015,2,6,25,Industrial Commercial Transportation,Americas,H95,DTM,507381.0,320042.87,18193.707,96.1,0.75,2.1147326
2015,2,5,20,Industrial Commercial Transportation,Americas,J41,DT,3327136.0,1465674.54,18193.707,90.7,0.75,2.0668869
2015,1,2,7,Industrial Commercial Transportation,Americas,J41,DT,2624782.0,1340925.63,17991.348,95.4,0.75,1.9819969
2019,1,2,6,Industrial Commercial Transportation,Americas,AH8,AMPSEAL 16  Connectors,1088112.0,293174.15,21013.085,93.8,3.0,2.376648
2015,4,12,52,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,10925.0,85640.68,18332.079,92.6,1.0,2.4436874
2016,4,11,46,Industrial Commercial Transportation,Americas,H98,DTP,106420.0,127765.44,18968.041,93.8,1.0,2.5258013
2015,4,11,46,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,10568.0,84533.47,18332.079,91.3,0.75,2.4052606
2015,1,2,5,Industrial Commercial Transportation,Americas,H95,DTM,477588.0,274010.26,17991.348,95.4,0.75,1.9819969
2018,3,9,39,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,27558.0,328994.35,20687.278,100.1,2.75,2.461933
2019,4,10,43,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,14517.0,352585.38,21706.532,95.5,2.25,2.733341
2019,4,10,41,Industrial Commercial Transportation,Americas,J43,HDP,273883.0,775574.74,21706.532,95.5,2.25,2.733341
2015,1,2,5,Industrial Commercial Transportation,Americas,J45,DRC,23927.0,175082.86,17991.348,95.4,0.75,1.9819969
2019,1,2,5,Industrial Commercial Transportation,Americas,J43,HDP,223616.0,722788.81,21013.085,93.8,3.0,2.376648
2016,3,9,37,Industrial Commercial Transportation,Americas,J42,HD30,1753717.0,213922.22,18775.459,91.2,1.0,2.6321032
2015,2,6,24,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,7614974.0,573569.74,18193.707,96.1,0.75,2.1147326
2015,4,12,51,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,223761.0,70500.19,18332.079,92.6,1.0,2.4436874
2019,4,11,45,Industrial Commercial Transportation,Americas,J42,HD30,4787743.0,448044.75,21706.532,96.8,2.25,2.768217
2016,2,5,21,Industrial Commercial Transportation,Americas,J93,DIN,153081.0,60089.72,18611.617,94.7,1.0,2.5711572
2018,1,3,10,Industrial Commercial Transportation,Americas,J46,DRB,27383.0,67494.54,20155.486,101.4,2.25,2.369197
2015,3,7,28,Industrial Commercial Transportation,Americas,J46,DRB,29769.0,76375.73,18306.96,93.1,0.75,2.1414477
2016,4,12,53,Industrial Commercial Transportation,Americas,J46,DRB,25283.0,75575.59,18968.041,98.2,1.25,2.594944
2016,4,12,53,Industrial Commercial Transportation,Americas,AH8,AMPSEAL 16  Connectors,495013.0,119466.87,18968.041,98.2,1.25,2.594944
2017,4,11,46,Industrial Commercial Transportation,Americas,J45,DRC,31172.0,239561.79,19894.75,98.5,1.75,2.115031
2019,4,12,51,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,39707.0,208461.17,21706.532,99.3,2.25,2.746361
2015,1,2,5,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,364347.0,94984.58,17991.348,95.4,0.75,1.9819969
2016,1,1,1,Industrial Commercial Transportation,Americas,AH8,AMPSEAL 16  Connectors,458449.0,198646.75,18425.306,92.0,1.0,2.4667222
2019,2,6,25,Industrial Commercial Transportation,Americas,H95,DTM,685422.0,377683.15,21272.448,98.2,3.0,2.421751
2018,1,1,2,Industrial Commercial Transportation,Americas,J45,DRC,41537.0,241075.06,20155.486,95.7,2.0,2.166305
2018,2,4,16,Industrial Commercial Transportation,Americas,J45,DRC,40461.0,294629.84,20470.197,98.8,2.25,2.493423
2016,4,12,49,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,205661.0,36520.77,18968.041,98.2,1.25,2.594944
2019,4,12,51,Industrial Commercial Transportation,Americas,N41,AMPSEAL 16 Terminals,1780100.0,149729.86,21706.532,99.3,2.25,2.746361
2016,4,12,49,Industrial Commercial Transportation,Americas,J63,Solid Contacts,1975982.0,462287.29,18968.041,98.2,1.25,2.594944
2017,2,5,22,Industrial Commercial Transportation,Americas,J45,DRC,33129.0,229040.24,19304.506,97.1,1.5,2.155911
2016,3,8,34,Industrial Commercial Transportation,Americas,J63,Solid Contacts,2063906.0,464222.08,18775.459,89.8,1.0,2.7228064
2018,4,11,46,Industrial Commercial Transportation,Americas,J43,HDP,277085.0,843773.1,20819.269,97.5,2.75,2.476794
2018,4,11,46,Industrial Commercial Transportation,Americas,J44,HD10,60008.0,148222.84,20819.269,97.5,2.75,2.476794
2016,4,11,46,Industrial Commercial Transportation,Americas,J96,Unsealed Connectors,185181.0,62135.84,18968.041,93.8,1.0,2.5258013
2020,3,7,28,Industrial Commercial Transportation,Americas,J12,Superseal,466223.0,53586.28,21362.428,72.5,0.25,2.348857
2021,1,3,12,Industrial Commercial Transportation,Americas,J21,Cable Assemblies,18939.0,160147.0,22313.85,84.9,0.25,1.706984
2017,1,2,9,Industrial Commercial Transportation,Americas,J46,DRB,17650.0,57346.46,19148.194,96.3,1.25,2.67446
2017,2,4,14,Industrial Commercial Transportation,Americas,J44,HD10,22686.0,54176.59,19304.506,97.0,1.5,2.25217
2015,4,12,49,Industrial Commercial Transportation,Americas,J45,DRC,29098.0,189802.47,18332.079,92.6,1.0,2.4436874
2018,4,12,50,Industrial Commercial Transportation,Americas,J63,Solid Contacts,2888234.0,709270.39,20819.269,98.3,3.0,2.46437
2019,2,5,19,Industrial Commercial Transportation,Americas,H94,Leavyseal,104606.0,205218.97,21272.448,100.0,3.0,2.39723
2019,3,8,31,Industrial Commercial Transportation,Americas,J93,DIN,465888.0,135405.13,21531.839,89.8,2.75,2.629246
2016,2,5,20,Industrial Commercial Transportation,Americas,J63,Solid Contacts,1657054.0,456114.96,18611.617,94.7,1.0,2.5711572
2015,1,3,12,Industrial Commercial Transportation,Americas,H83,Heavy Duty Commercial,32985.0,191574.55,17991.348,93.0,0.75,1.9991371
2020,4,12,49,Industrial Commercial Transportation,Americas,J41,DT,2642108.0,1226732.65,21704.706,80.7,0.25,1.716599
2020,3,9,39,Industrial Commercial Transportation,Americas,J45,DRC,19303.0,158267.69,21362.428,80.4,0.25,2.077391
2020,4,12,49,Industrial Commercial Transportation,Americas,N09,AMP MCP - Terminals,1892180.0,104669.09,21704.706,80.7,0.25,1.716599
2021,2,4,15,Industrial Commercial Transportation,Americas,J45,DRC,31638.0,254784.12,23046.934,88.3,0.25,2.262331
2022,2,5,20,Industrial Commercial Transportation,Americas,J67,Stamped & Formed,8268600.0,780197.74,25248.476,58.4,,4.985582
