fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP,CSENT,Interest_rate,Inflation
2015,4,11,45,Channel - Industrial,Americas,201,Miscellaneous LP & Tape Mounted Terminals,31207.0,24775.91,18332.079,91.3,0.75,2.4052606
2015,4,11,44,Channel - Industrial,Americas,096,Other Insulated Terminals and Splices,84066.84,53345.16,18332.079,91.3,0.75,2.4052606
2015,4,11,47,Channel - Industrial,Americas,096,Other Insulated Terminals and Splices,98077.98,62236.02,18332.079,91.3,0.75,2.4052606
2015,4,11,46,Channel - Industrial,Americas,096,Other Insulated Terminals and Splices,88737.22,56308.78,18332.079,91.3,0.75,2.4052606
2015,4,11,48,Channel - Industrial,Americas,096,Other Insulated Terminals and Splices,102748.36,65199.64,18332.079,91.3,0.75,2.4052606
2015,4,11,45,Channel - Industrial,Americas,096,Other Insulated Terminals and Splices,93407.6,59272.4,18332.079,91.3,0.75,2.4052606
2022,2,4,17,Channel - Industrial,Americas,K50,Board Mounted Connectors,404452.16,91595.21,25248.476,65.2,,4.721803
2022,2,4,16,Channel - Industrial,Americas,K50,Board Mounted Connectors,433341.6,98137.72,25248.476,65.2,,4.721803
2022,2,4,15,Channel - Industrial,Americas,K50,Board Mounted Connectors,361118.0,81781.44,25248.476,65.2,,4.721803
2022,2,4,14,Channel - Industrial,Americas,K50,Board Mounted Connectors,245560.24,55611.38,25248.476,65.2,,4.721803
2021,3,9,37,Channel - Industrial,Americas,G60,Relay RT-Series,123723.0,212958.74,23550.42,72.8,,2.638383
2021,3,9,36,Channel - Industrial,Americas,G60,Relay RT-Series,113825.16,195922.04,23550.42,72.8,,2.638383
2021,3,9,39,Channel - Industrial,Americas,G60,Relay RT-Series,143518.68,247032.14,23550.42,72.8,,2.638383
2021,3,9,38,Channel - Industrial,Americas,G60,Relay RT-Series,113825.16,195922.04,23550.42,72.8,,2.638383
2022,2,6,25,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,5118.75,169788.95,25248.476,50.0,,5.422337
2022,2,6,26,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,5937.75,196955.18,25248.476,50.0,,5.422337
2022,2,6,24,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,4709.25,156205.83,25248.476,50.0,,5.422337
2022,2,6,23,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,4709.25,156205.83,25248.476,50.0,,5.422337
2022,1,2,5,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1569298.4,293280.9,24740.48,62.8,,4.30707
2022,1,2,7,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1490833.48,278616.86,24740.48,62.8,,4.30707
2022,1,2,8,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1647763.32,307944.95,24740.48,62.8,,4.30707
2022,1,2,9,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1569298.4,293280.9,24740.48,62.8,,4.30707
2022,1,2,6,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1569298.4,293280.9,24740.48,62.8,,4.30707
2022,4,10,43,Channel - Industrial,Americas,234,Metrimate Connectors,23813.16,69106.7,26144.956,59.9,,6.364809
2022,4,10,40,Channel - Industrial,Americas,234,Metrimate Connectors,19560.81,56766.22,26144.956,59.9,,6.364809
2022,4,10,42,Channel - Industrial,Americas,234,Metrimate Connectors,23813.16,69106.7,26144.956,59.9,,6.364809
2022,4,10,41,Channel - Industrial,Americas,234,Metrimate Connectors,17859.87,51830.02,26144.956,59.9,,6.364809
2018,1,3,11,Channel - Industrial,Americas,402,Micro-MaTch,178570.0,66079.22,20155.486,101.4,2.25,2.369197
2018,1,3,13,Channel - Industrial,Americas,402,Micro-MaTch,133927.5,49559.42,20155.486,101.4,2.25,2.369197
2018,1,3,10,Channel - Industrial,Americas,402,Micro-MaTch,165815.0,61359.28,20155.486,101.4,2.25,2.369197
2018,1,3,12,Channel - Industrial,Americas,402,Micro-MaTch,159437.5,58999.31,20155.486,101.4,2.25,2.369197
2019,2,6,24,Channel - Industrial,Americas,204,SOLISTRAND Terminals & Splices,853507.16,168575.24,21272.448,98.2,3.0,2.421751
2019,2,6,23,Channel - Industrial,Americas,204,SOLISTRAND Terminals & Splices,853507.16,168575.24,21272.448,98.2,3.0,2.421751
2019,2,6,25,Channel - Industrial,Americas,204,SOLISTRAND Terminals & Splices,931098.72,183900.26,21272.448,98.2,3.0,2.421751
2019,2,6,26,Channel - Industrial,Americas,204,SOLISTRAND Terminals & Splices,1280260.74,252862.86,21272.448,98.2,3.0,2.421751
2019,2,6,24,Channel - Industrial,Americas,W02,Surface Mount Dip Switches,36883.88,24335.37,21272.448,98.2,3.0,2.421751
2019,2,6,23,Channel - Industrial,Americas,W02,Surface Mount Dip Switches,36883.88,24335.37,21272.448,98.2,3.0,2.421751
2019,2,6,25,Channel - Industrial,Americas,W02,Surface Mount Dip Switches,40236.96,26547.67,21272.448,98.2,3.0,2.421751
2019,2,6,26,Channel - Industrial,Americas,W02,Surface Mount Dip Switches,55325.82,36503.05,21272.448,98.2,3.0,2.421751
2019,3,7,30,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,58054.1,53448.2,21531.839,98.4,3.0,2.460848
2019,3,7,29,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,49122.7,45225.4,21531.839,98.4,3.0,2.460848
2019,3,7,28,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,58054.1,53448.2,21531.839,98.4,3.0,2.460848
2019,3,7,27,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,55821.25,51392.5,21531.839,98.4,3.0,2.460848
2018,2,4,17,Channel - Industrial,Americas,712,System 6,598666.68,203256.06,20470.197,98.8,2.25,2.493423
2018,2,4,15,Channel - Industrial,Americas,712,System 6,598666.68,203256.06,20470.197,98.8,2.25,2.493423
2018,2,4,16,Channel - Industrial,Americas,712,System 6,576493.84,195728.05,20470.197,98.8,2.25,2.493423
2018,2,4,14,Channel - Industrial,Americas,712,System 6,443456.8,150560.04,20470.197,98.8,2.25,2.493423
2018,3,8,31,Channel - Industrial,Americas,LV3,Commodity Resistors,1042244.84,17691.13,20687.278,96.2,2.5,2.432878
2018,3,8,35,Channel - Industrial,Americas,LV3,Commodity Resistors,1287478.92,21853.75,20687.278,96.2,2.5,2.432878
2018,3,8,34,Channel - Industrial,Americas,LV3,Commodity Resistors,1226170.4,20813.1,20687.278,96.2,2.5,2.432878
2018,3,8,32,Channel - Industrial,Americas,LV3,Commodity Resistors,1287478.92,21853.75,20687.278,96.2,2.5,2.432878
2018,3,8,33,Channel - Industrial,Americas,LV3,Commodity Resistors,1287478.92,21853.75,20687.278,96.2,2.5,2.432878
2019,2,5,22,Channel - Industrial,Americas,402,Micro-MaTch,213666.42,82996.6,21272.448,100.0,3.0,2.39723
2019,2,5,21,Channel - Industrial,Americas,402,Micro-MaTch,184530.09,71678.89,21272.448,100.0,3.0,2.39723
2019,2,5,18,Channel - Industrial,Americas,402,Micro-MaTch,194242.2,75451.46,21272.448,100.0,3.0,2.39723
2019,2,5,19,Channel - Industrial,Americas,402,Micro-MaTch,184530.09,71678.89,21272.448,100.0,3.0,2.39723
2019,2,5,20,Channel - Industrial,Americas,402,Micro-MaTch,184530.09,71678.89,21272.448,100.0,3.0,2.39723
2019,2,6,25,Channel - Industrial,Americas,F46,Transformers - Prod Unlim,3330.72,35627.7,21272.448,98.2,3.0,2.421751
2019,2,6,23,Channel - Industrial,Americas,F46,Transformers - Prod Unlim,3053.16,32658.72,21272.448,98.2,3.0,2.421751
2019,2,6,24,Channel - Industrial,Americas,F46,Transformers - Prod Unlim,3053.16,32658.72,21272.448,98.2,3.0,2.421751
2019,2,6,26,Channel - Industrial,Americas,F46,Transformers - Prod Unlim,4579.74,48988.09,21272.448,98.2,3.0,2.421751
2019,2,6,25,Channel - Industrial,Americas,Z81,LOUVERTAC,9495.6,50477.37,21272.448,98.2,3.0,2.421751
2019,2,6,23,Channel - Industrial,Americas,Z81,LOUVERTAC,8704.3,46270.92,21272.448,98.2,3.0,2.421751
2019,2,6,24,Channel - Industrial,Americas,Z81,LOUVERTAC,8704.3,46270.92,21272.448,98.2,3.0,2.421751
2019,2,6,26,Channel - Industrial,Americas,Z81,LOUVERTAC,13056.45,69406.38,21272.448,98.2,3.0,2.421751
2019,3,7,29,Channel - Industrial,Americas,215,FASTON Terminals - Pre-Insulated,255128.94,40817.23,21531.839,98.4,3.0,2.460848
2019,3,7,28,Channel - Industrial,Americas,215,FASTON Terminals - Pre-Insulated,301516.02,48238.55,21531.839,98.4,3.0,2.460848
2019,3,7,27,Channel - Industrial,Americas,215,FASTON Terminals - Pre-Insulated,289919.25,46383.22,21531.839,98.4,3.0,2.460848
2019,3,7,30,Channel - Industrial,Americas,215,FASTON Terminals - Pre-Insulated,301516.02,48238.55,21531.839,98.4,3.0,2.460848
2019,3,9,39,Channel - Industrial,Americas,956,Circuit Breakers,89042.24,210484.18,21531.839,93.2,2.5,2.606767
2019,3,9,36,Channel - Industrial,Americas,956,Circuit Breakers,63999.11,151285.5,21531.839,93.2,2.5,2.606767
2019,3,9,38,Channel - Industrial,Americas,956,Circuit Breakers,63999.11,151285.5,21531.839,93.2,2.5,2.606767
2019,3,9,37,Channel - Industrial,Americas,956,Circuit Breakers,61216.54,144707.87,21531.839,93.2,2.5,2.606767
2019,3,9,39,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,63870.4,62182.69,21531.839,93.2,2.5,2.606767
2019,3,9,36,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,45906.85,44693.81,21531.839,93.2,2.5,2.606767
2019,3,9,38,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,45906.85,44693.81,21531.839,93.2,2.5,2.606767
2019,3,9,37,Channel - Industrial,Americas,281,AMPMODU Mod II Vertical Connector,43910.9,42750.6,21531.839,93.2,2.5,2.606767
2019,4,11,44,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,2876.03,88300.99,21706.532,96.8,2.25,2.768217
2019,4,11,46,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,2876.03,88300.99,21706.532,96.8,2.25,2.768217
2019,4,11,48,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,3330.14,102243.26,21706.532,96.8,2.25,2.768217
2019,4,11,47,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,2876.03,88300.99,21706.532,96.8,2.25,2.768217
2019,4,11,45,Channel - Industrial,Americas,F82,Power Line Single Phase Enhanced Performance,3027.4,92948.41,21706.532,96.8,2.25,2.768217
2020,2,4,16,Channel - Industrial,Americas,712,System 6,643972.3,223542.11,19636.731,71.8,0.25,2.226352
2020,2,4,17,Channel - Industrial,Americas,712,System 6,519332.5,180275.9,19636.731,71.8,0.25,2.226352
2020,2,4,15,Channel - Industrial,Americas,712,System 6,623199.0,216331.08,19636.731,71.8,0.25,2.226352
2020,2,4,14,Channel - Industrial,Americas,712,System 6,290826.2,100954.5,19636.731,71.8,0.25,2.226352
2020,4,10,43,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,29695.25,40157.01,21704.706,81.8,0.25,1.842159
2020,4,10,40,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,26131.82,35338.17,21704.706,81.8,0.25,1.842159
2020,4,10,41,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,30883.06,41763.29,21704.706,81.8,0.25,1.842159
2020,4,10,42,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,30883.06,41763.29,21704.706,81.8,0.25,1.842159
2020,4,12,49,Channel - Industrial,Americas,013,AMPMODU Breakaway Headers,145673.5,30610.74,21704.706,80.7,0.25,1.716599
2020,4,12,51,Channel - Industrial,Americas,013,AMPMODU Breakaway Headers,134019.62,28161.88,21704.706,80.7,0.25,1.716599
2020,4,12,50,Channel - Industrial,Americas,013,AMPMODU Breakaway Headers,128192.68,26937.45,21704.706,80.7,0.25,1.716599
2020,4,12,52,Channel - Industrial,Americas,013,AMPMODU Breakaway Headers,180635.14,37957.31,21704.706,80.7,0.25,1.716599
2018,3,9,37,Channel - Industrial,Americas,202,PLASTI-GRIP Terminals,707550.0,108936.57,20687.278,100.1,2.75,2.461933
2018,3,9,36,Channel - Industrial,Americas,202,PLASTI-GRIP Terminals,622644.0,95864.18,20687.278,100.1,2.75,2.461933
2018,3,9,39,Channel - Industrial,Americas,202,PLASTI-GRIP Terminals,849060.0,130723.88,20687.278,100.1,2.75,2.461933
2018,3,9,38,Channel - Industrial,Americas,202,PLASTI-GRIP Terminals,650946.0,100221.64,20687.278,100.1,2.75,2.461933
2018,4,10,42,Channel - Industrial,Americas,G60,Relay RT-Series,106885.5,147645.9,20819.269,98.6,2.75,2.414988
2018,4,10,40,Channel - Industrial,Americas,G60,Relay RT-Series,94059.24,129928.39,20819.269,98.6,2.75,2.414988
2018,4,10,41,Channel - Industrial,Americas,G60,Relay RT-Series,106885.5,147645.9,20819.269,98.6,2.75,2.414988
2018,4,10,43,Channel - Industrial,Americas,G60,Relay RT-Series,115436.34,159457.57,20819.269,98.6,2.75,2.414988
2018,4,11,47,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1528522.38,247966.75,20819.269,97.5,2.75,2.476794
2018,4,11,45,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1382948.82,224350.87,20819.269,97.5,2.75,2.476794
2018,4,11,44,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1310162.04,212542.93,20819.269,97.5,2.75,2.476794
2018,4,11,46,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1382948.82,224350.87,20819.269,97.5,2.75,2.476794
2018,4,11,48,Channel - Industrial,Americas,097,PIDG Terminals and Splices,1674095.94,271582.64,20819.269,97.5,2.75,2.476794
2018,4,12,51,Channel - Industrial,Americas,957,Relay T9A,32972.25,60082.56,20819.269,98.3,3.0,2.46437
2018,4,12,50,Channel - Industrial,Americas,957,Relay T9A,30334.47,55275.95,20819.269,98.3,3.0,2.46437
2018,4,12,52,Channel - Industrial,Americas,957,Relay T9A,42204.48,76905.68,20819.269,98.3,3.0,2.46437
2018,4,12,49,Channel - Industrial,Americas,957,Relay T9A,26377.8,48066.05,20819.269,98.3,3.0,2.46437
2020,1,3,10,Channel - Industrial,Americas,002,AMPMODU System 50,25648.92,52814.54,21538.032,89.1,0.25,2.647379
2020,1,3,12,Channel - Industrial,Americas,002,AMPMODU System 50,27548.84,56726.72,21538.032,89.1,0.25,2.647379
2020,1,3,13,Channel - Industrial,Americas,002,AMPMODU System 50,15199.36,31297.5,21538.032,89.1,0.25,2.647379
2020,1,3,11,Channel - Industrial,Americas,002,AMPMODU System 50,27548.84,56726.72,21538.032,89.1,0.25,2.647379
2017,2,5,22,Channel - Industrial,Americas,957,Relay T9A,49835.72,72228.89,19304.506,97.1,1.5,2.155911
2017,2,5,21,Channel - Industrial,Americas,957,Relay T9A,43039.94,62379.49,19304.506,97.1,1.5,2.155911
2017,2,5,19,Channel - Industrial,Americas,957,Relay T9A,45305.2,65662.63,19304.506,97.1,1.5,2.155911
2017,2,5,18,Channel - Industrial,Americas,957,Relay T9A,40774.68,59096.36,19304.506,97.1,1.5,2.155911
2017,2,5,20,Channel - Industrial,Americas,957,Relay T9A,45305.2,65662.63,19304.506,97.1,1.5,2.155911
2017,2,5,22,Channel - Industrial,Americas,002,AMPMODU System 50,33770.22,59189.78,19304.506,97.1,1.5,2.155911
2017,2,5,21,Channel - Industrial,Americas,002,AMPMODU System 50,29165.19,51118.44,19304.506,97.1,1.5,2.155911
2017,2,5,19,Channel - Industrial,Americas,002,AMPMODU System 50,30700.2,53808.89,19304.506,97.1,1.5,2.155911
2017,2,5,18,Channel - Industrial,Americas,002,AMPMODU System 50,27630.18,48428.0,19304.506,97.1,1.5,2.155911
2017,2,5,20,Channel - Industrial,Americas,002,AMPMODU System 50,30700.2,53808.89,19304.506,97.1,1.5,2.155911
2017,4,10,41,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,65721.76,43439.29,19894.75,100.7,1.75,2.192819
2017,4,10,43,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,65721.76,43439.29,19894.75,100.7,1.75,2.192819
2017,4,10,40,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,58138.48,38427.07,19894.75,100.7,1.75,2.192819
2017,4,10,42,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,63194.0,41768.55,19894.75,100.7,1.75,2.192819
2017,4,10,41,Channel - Industrial,Americas,E32,Switches and Knobs,6125.86,20570.29,19894.75,100.7,1.75,2.192819
2017,4,10,43,Channel - Industrial,Americas,E32,Switches and Knobs,6125.86,20570.29,19894.75,100.7,1.75,2.192819
2017,4,10,40,Channel - Industrial,Americas,E32,Switches and Knobs,5419.03,18196.79,19894.75,100.7,1.75,2.192819
2017,4,10,42,Channel - Industrial,Americas,E32,Switches and Knobs,5890.25,19779.12,19894.75,100.7,1.75,2.192819
2017,4,12,52,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,75707.58,56786.79,19894.75,95.9,2.0,2.125472
2017,4,12,49,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,53727.96,40300.3,19894.75,95.9,2.0,2.125472
2017,4,12,51,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,56170.14,42132.14,19894.75,95.9,2.0,2.125472
2017,4,12,50,Channel - Industrial,Americas,014,AMPMODU Shrouded Headers,61054.5,45795.8,19894.75,95.9,2.0,2.125472
2021,2,6,26,Channel - Industrial,Americas,956,Circuit Breakers,103179.9,264386.54,23046.934,85.5,0.25,2.588579
2021,2,6,25,Channel - Industrial,Americas,956,Circuit Breakers,82543.92,211509.24,23046.934,85.5,0.25,2.588579
2021,2,6,24,Channel - Industrial,Americas,956,Circuit Breakers,75665.26,193883.47,23046.934,85.5,0.25,2.588579
2021,2,6,23,Channel - Industrial,Americas,956,Circuit Breakers,82543.92,211509.24,23046.934,85.5,0.25,2.588579
2021,2,6,26,Channel - Industrial,Americas,002,AMPMODU System 50,36765.0,102428.82,23046.934,85.5,0.25,2.588579
2021,2,6,25,Channel - Industrial,Americas,002,AMPMODU System 50,29412.0,81943.06,23046.934,85.5,0.25,2.588579
2021,2,6,24,Channel - Industrial,Americas,002,AMPMODU System 50,26961.0,75114.47,23046.934,85.5,0.25,2.588579
2021,2,6,23,Channel - Industrial,Americas,002,AMPMODU System 50,29412.0,81943.06,23046.934,85.5,0.25,2.588579
2021,3,7,28,Channel - Industrial,Americas,234,Metrimate Connectors,13407.62,37530.06,23550.42,81.2,0.25,2.315464
2021,3,7,30,Channel - Industrial,Americas,234,Metrimate Connectors,16322.32,45688.77,23550.42,81.2,0.25,2.315464
2021,3,7,27,Channel - Industrial,Americas,234,Metrimate Connectors,12824.68,35898.32,23550.42,81.2,0.25,2.315464
2021,3,7,29,Channel - Industrial,Americas,234,Metrimate Connectors,15739.38,44057.02,23550.42,81.2,0.25,2.315464
2021,3,7,28,Channel - Industrial,Americas,402,Micro-MaTch,105043.76,53652.67,23550.42,81.2,0.25,2.315464
2021,3,7,30,Channel - Industrial,Americas,402,Micro-MaTch,127879.36,65316.29,23550.42,81.2,0.25,2.315464
2021,3,7,27,Channel - Industrial,Americas,402,Micro-MaTch,100476.64,51319.94,23550.42,81.2,0.25,2.315464
2021,3,7,29,Channel - Industrial,Americas,402,Micro-MaTch,123312.24,62983.56,23550.42,81.2,0.25,2.315464
2021,4,12,50,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,43811.52,85500.36,24349.121,70.6,,3.484143
2021,4,12,52,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,49287.96,96187.9,24349.121,70.6,,3.484143
2021,4,12,49,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,41986.04,81937.84,24349.121,70.6,,3.484143
2021,4,12,51,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,45637.0,89062.87,24349.121,70.6,,3.484143
2021,4,12,50,Channel - Industrial,Americas,G60,Relay RT-Series,75857.76,141540.35,24349.121,70.6,,3.484143
2021,4,12,52,Channel - Industrial,Americas,G60,Relay RT-Series,85339.98,159232.89,24349.121,70.6,,3.484143
2021,4,12,49,Channel - Industrial,Americas,G60,Relay RT-Series,72697.02,135642.83,24349.121,70.6,,3.484143
2017,3,9,38,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,35073.25,50812.19,19561.896,95.1,1.75,2.106697
2017,3,9,37,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,33670.32,48779.7,19561.896,95.1,1.75,2.106697
2017,3,9,36,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,32267.39,46747.22,19561.896,95.1,1.75,2.106697
2017,3,9,39,Channel - Industrial,Americas,210,SOLISTRAND Splices Size 2 & Larger,39282.04,56909.66,19561.896,95.1,1.75,2.106697
2017,1,2,7,Channel - Industrial,Americas,296,AMPMODU MTE,404387.6,131107.78,19148.194,96.3,1.25,2.67446
2017,1,2,8,Channel - Industrial,Americas,296,AMPMODU MTE,363948.84,117997.0,19148.194,96.3,1.25,2.67446
2017,1,2,9,Channel - Industrial,Americas,296,AMPMODU MTE,485265.12,157329.33,19148.194,96.3,1.25,2.67446
2017,1,2,5,Channel - Industrial,Americas,296,AMPMODU MTE,384168.22,124552.39,19148.194,96.3,1.25,2.67446
2017,1,2,6,Channel - Industrial,Americas,296,AMPMODU MTE,404387.6,131107.78,19148.194,96.3,1.25,2.67446
2017,4,11,44,Channel - Industrial,Americas,240,MR Connectors,144055.91,47507.9,19894.75,98.5,1.75,2.115031
2017,4,11,47,Channel - Industrial,Americas,240,MR Connectors,151637.8,50008.32,19894.75,98.5,1.75,2.115031
2017,4,11,48,Channel - Industrial,Americas,240,MR Connectors,181965.36,60009.98,19894.75,98.5,1.75,2.115031
